사업장명,인허가일자,인허가취소일자,휴업시작일자,휴업종료일자,폐업일자,영업상태명,소재지전체주소,도로명전체주소,주소,"폐업,전출,휴업,취소,말소여부","폐업,전출,휴업,취소,말소일자","폐업,전출,휴업,취소,말소연도",인허가연도
내추럴짐,2022-11-03,,,,,영업/정상,세종특별자치시 반곡동 49-14 왕관빌딩,"세종특별자치시 한누리대로 1820, 왕관빌딩 215,216호 (반곡동)","세종특별자치시 한누리대로 1820, 왕관빌딩 215,216호 (반곡동)",0,,,2022
드루와GYM,2022-10-24,,,,,영업/정상,세종특별자치시 나성동 716 참미르빌딩,"세종특별자치시 한누리대로 193, 참미르빌딩 202호 (나성동)","세종특별자치시 한누리대로 193, 참미르빌딩 202호 (나성동)",0,,,2022
바디리셋,2021-03-08,,,,,영업/정상,세종특별자치시 보람동 749 스마트허브Ⅲ,"세종특별자치시 호려울로 19, 스마트허브Ⅲ 406,407호 (보람동)","세종특별자치시 호려울로 19, 스마트허브Ⅲ 406,407호 (보람동)",0,,,2021
세종 바른 운동,2021-02-16,,,,,영업/정상,세종특별자치시 소담동 574 펠리체타워3,"세종특별자치시 한누리대로 2003, 펠리체타워3 201호 (소담동)","세종특별자치시 한누리대로 2003, 펠리체타워3 201호 (소담동)",0,,,2021
핏앤핏PT,2021-04-14,,,,,영업/정상,세종특별자치시 소담동 576 펠리체타워2,"세종특별자치시 한누리대로 2009, 펠리체타워2 205호 (소담동)","세종특별자치시 한누리대로 2009, 펠리체타워2 205호 (소담동)",0,,,2021
KTK TEAM 굳센 GYM,2018-10-22,,,,,영업/정상,세종특별자치시 아름동 1310 하나타워,"세종특별자치시 세종로 1234-12, 하나타워 604,605,606호 (아름동)","세종특별자치시 세종로 1234-12, 하나타워 604,605,606호 (아름동)",0,,,2018
주.무브앤핏,2022-08-16,,,,,영업/정상,세종특별자치시 고운동 1717 세종 스마트큐브Ⅰ,"세종특별자치시 고운서길 19, 세종 스마트큐브Ⅰ 502,503호 (고운동)","세종특별자치시 고운서길 19, 세종 스마트큐브Ⅰ 502,503호 (고운동)",0,,,2022
주식회사 마음바른 휘트니스,2022-08-17,,,,,영업/정상,세종특별자치시 아름동 1314 아이콤타워,"세종특별자치시 보듬3로 160, 아이콤타워 503,504호 (아름동)","세종특별자치시 보듬3로 160, 아이콤타워 503,504호 (아름동)",0,,,2022
해성스포츠,1998-12-21,,,,,영업/정상,세종특별자치시 조치원읍 침산리 253-3번지,세종특별자치시 조치원읍 행복5길 27-3,세종특별자치시 조치원읍 행복5길 27-3,0,,,1998
다이나포스헬스클럽,2000-10-01,,,,,영업/정상,세종특별자치시 전의면 읍내리 251-2번지,세종특별자치시 전의면 만세길 5,세종특별자치시 전의면 만세길 5,0,,,2000
굿모닝 휘트니스클럽,2004-01-03,,,,,영업/정상,세종특별자치시 부강면 부강리 420번지,"세종특별자치시 부강면 부강로 47, 3층","세종특별자치시 부강면 부강로 47, 3층",0,,,2004
