,사업장명,인허가일자,인허가취소일자,폐업일자,상세영업상태코드,상세영업상태명,도로명주소,지번주소
0,시골근육,20200724,,,13,영업중,경기도 가평군 설악면 한서로 206,경기도 가평군 설악면 위곡리 783-3 
1,멋GYM휘트니스센터,20170510,,,13,영업중,경기도 가평군 조종면 현창로 25,경기도 가평군 조종면 현리 410-18 
2,BBMC헬스클럽,20170113,,,13,영업중,경기도 가평군 가평읍 석봉로 209 (준수대중목욕탕),경기도 가평군 가평읍 읍내리 637-6번지 
3,Y휘트니스,20171116,,,13,영업중,경기도 가평군 설악면 신천중앙로 130,경기도 가평군 설악면 신천리 450-1 
4,스페이스 헬스클럽,20040209,,,13,영업중,경기도 가평군 청평면 경춘로 807-11,경기도 가평군 청평면 청평리 445-3 
5,뉴라온다이어트캠프,20170404,,,13,영업중,"경기도 가평군 북면 가화로 2901, 약속의섬레저타운",경기도 가평군 북면 적목리 103-3 뉴라온다이어트캠프 
6,휘트니스 짐,20200928,,,13,영업중,"경기도 가평군 가평읍 가화로 133, 현대떡방앗간 2층",경기도 가평군 가평읍 읍내리 452 현대떡방앗간 
7,에이치핏,20191121,,,13,영업중,경기도 가평군 가평읍 석봉로 35,경기도 가평군 가평읍 대곡리 402-8 
8,(주)라온다이어트캠프,20170405,,,13,영업중,경기도 가평군 북면 가화로 2901 (약속의섬레저타운),경기도 가평군 북면 적목리 103-3번지
9,휘트니스짐,20020418,,20100906.0,3,폐업,경기도 가평군 가평읍 가화로 133,경기도 가평군 가평읍 읍내리 452번지
10,SH휘트니스,20150324,,20180517.0,3,폐업,경기도 가평군 청평면 경춘로 871,경기도 가평군 청평면 청평리 301-4번지
11,몸짱휘트니스헬스장,20060817,,20211201.0,3,폐업,경기도 가평군 청평면 강변로 45-7,경기도 가평군 청평면 청평리 82-7 강변로 45-7 
12,설악스포츠,20001130,,20120227.0,3,폐업,,경기도 가평군 설악면 신천리 434번지
13,영헬스타운,20010725,,20100824.0,3,폐업,경기도 가평군 하면 조종새싹로 30,경기도 가평군 하면 현리 283-3번지
14,현리헬스클럽,20020723,,20081020.0,3,폐업,경기도 가평군 하면 조종새싹로 46,경기도 가평군 하면 현리 231-17번지
15,BBMC헬스클럽,20101005,,20170111.0,3,폐업,경기도 가평군 가평읍 석봉로 209,"경기도 가평군 가평읍 읍내리 637-6번지 준수상가 304, 306호"
16,시골근육,20191227,,20200720.0,3,폐업,"경기도 가평군 설악면 한서로 18-8, 2층",경기도 가평군 설악면 신천리 151-11 
17,그린헬스클럽,19970702,,20141224.0,3,폐업,경기도 가평군 가평읍 가화로 104-1,경기도 가평군 가평읍 읍내리 350-1번지
18,빅스포츠타운,19950410,,20110221.0,3,폐업,경기도 가평군 청평면 강변로 47,경기도 가평군 청평면 청평리 79-5번지
19,클럽인너(club inner),20130621,,20160610.0,3,폐업,경기도 가평군 가평읍 북한강변로 382,경기도 가평군 가평읍 금대리 46번지
20,영헬스,20100915,,20120621.0,3,폐업,경기도 가평군 하면 조종새싹로 30,경기도 가평군 하면 현리 283-3번지
21,(주)라온코리아(라온 다이어트 캠프),20160308,,20170724.0,3,폐업,경기도 가평군 북면 가화로 2266 (명지산스타벨리),경기도 가평군 북면 도대리 산 73-1번지
22,휘트니스 짐,20100909,,20200925.0,3,폐업,경기도 가평군 가평읍 가화로 133,경기도 가평군 가평읍 읍내리 452 2층 
23,킬로그램트라이브,20211221,,,13,영업중,경기도 고양시 덕양구 고양대로1954번길 13-9 (동산동),경기도 고양시 덕양구 동산동 77-3 
24,바틀제로핏,20220523,,,13,영업중,"경기도 고양시 일산동구 견달산로 268, 1동 2층 (식사동)",경기도 고양시 일산동구 식사동 265-1 
25,핏디렉터 프라이빗 PT스튜디오,20220607,,,13,영업중,"경기도 고양시 덕양구 행신로143번길 14-18, 2층 201호 (행신동)",경기도 고양시 덕양구 행신동 618-8 201호
26,젠뭅(GENERAL MOVEMENT),20220627,,,13,영업중,"경기도 고양시 일산동구 중앙로 1192, 802호 (마두동)",경기도 고양시 일산동구 마두동 798-5 
27,휘트니스 에스온,20220627,,,13,영업중,"경기도 고양시 덕양구 중앙로 440, 센타프라자 2층 (행신동)",경기도 고양시 덕양구 행신동 1083-2 센타프라자 2층 
28,린매스짐,20220718,,,13,영업중,"경기도 고양시 덕양구 삼송로 222, 101(판매시설)동 B108호 (삼송동, 삼송역 현대 헤리엇)",경기도 고양시 덕양구 삼송동 293 삼송역 현대 헤리엇 101(판매시설)동 B108호
29,라피네 피트니스,20220718,,,13,영업중,"경기도 고양시 덕양구 지축로 62, 아인시티 601~603호 (지축동)",경기도 고양시 덕양구 지축동 0 아인시티 601~603호 
30,아이엠두짐,20220718,,,13,영업중,"경기도 고양시 덕양구 화신로272번길 48, 유퍼스트빌딩 503~505호 (화정동)",경기도 고양시 덕양구 화정동 981-1 유퍼스트빌딩 503~505호 
31,벌트 휘트니스,20220919,,,13,영업중,"경기도 고양시 덕양구 지축로 70, 지축푸리마타워 9층 901~919호 (지축동)",경기도 고양시 덕양구 지축동 0 고양지축지구 C1-3-1 9층 901~919호 
32,쿠마짐,20220822,,,13,영업중,"경기도 고양시 일산동구 공릉천로473번길 40, 3동 (설문동)",경기도 고양시 일산동구 설문동 31-27 
33,와이키키짐,20220902,,,13,영업중,"경기도 고양시 덕양구 동송로 70, 힐스테이트 삼송역 판매시설동 지하2층 6,7,9,33~38호 (삼송동)","경기도 고양시 덕양구 삼송동 291 힐스테이트 삼송역 판매시설동 지하2층 6,7,9,33~38호 "
34,바디케어짐,20220907,,,13,영업중,"경기도 고양시 일산동구 중앙로 1189, GM굿모닝 법조타운2 802호 (장항동)",경기도 고양시 일산동구 장항동 890-6 GM굿모닝 법조타운 
35,주식회사 제이엠에스홀딩스 마두지점,20221004,,,13,영업중,"경기도 고양시 일산동구 장백로 178, 뉴욕프라자 3층 (장항동)",경기도 고양시 일산동구 장항동 897 뉴욕프라자 
36,인서스,20141106,,,13,영업중,"경기도 고양시 덕양구 오금3로 5, FISKA BY LAFIANO C동 301, 302호 (오금동)","경기도 고양시 덕양구 오금동 622-1 FISKA BY LAFIANO C동 301, 302호 "
37,온리스포츠클럽3호,20221006,,,13,영업중,"경기도 고양시 덕양구 원당로 112, 고양 엘림프라자 401~405호 (주교동)",경기도 고양시 덕양구 주교동 38-13 고양 엘림프라자 401~405호 
38,범휘트니스 정발산점,20220511,,,13,영업중,"경기도 고양시 일산동구 일산로 432, 5층 (정발산동)",경기도 고양시 일산동구 정발산동 1215 
39,fitness 공간,20220411,,,13,영업중,"경기도 고양시 일산동구 일산로 38, 우림오피스텔 309, 301-1호 (백석동)",경기도 고양시 일산동구 백석동 1309 우림오피스텔 
40,레디 바디,20190823,,,13,영업중,"경기도 고양시 덕양구 권율대로 900, 삼송S프라자 7층 (신원동)",경기도 고양시 덕양구 신원동 628번지 7층 
41,민트 PT,20200304,,,13,영업중,"경기도 고양시 일산동구 일산로 453, 신대성상가 301호 (정발산동)",경기도 고양시 일산동구 정발산동 1145-3번지 신대성상가 
42,고포잇짐,20180426,,,13,영업중,"경기도 고양시 일산동구 백마로 195, 엠시티타워&엠시티오피스텔 2110, 2111호 (장항동)",경기도 고양시 일산동구 장항동 869번지 엠시티타워&엠시티오피스텔
43,제로그래비티,20210511,,,13,영업중,"경기도 고양시 덕양구 권율대로 690, 202동 306호 (원흥동)",경기도 고양시 덕양구 원흥동 635 
44,이형우 피티샵,20210521,,,13,영업중,"경기도 고양시 일산서구 중앙로 1406, 한솔코아(주) 5층 504호 (주엽동)",경기도 고양시 일산서구 주엽동 72-2 한솔코아(주) 5층 504호
45,S휘트니스클럽,20090224,,,13,영업중,"경기도 고양시 덕양구 충장로 18,  703호 (행신동,신영프라자)",경기도 고양시 덕양구 행신동 761-5번지 신영프라자 703호
46,WA-GYM,20030313,,,13,영업중,"경기도 고양시 덕양구 행당로 2 (토당동,가남프라자 5층)",경기도 고양시 덕양구 토당동 882 가남프라자 5층 
47,다이아몬드짐,20190614,,,13,영업중,"경기도 고양시 덕양구 덕수천2로 150, e편한세상시티 삼송2차 상가동 242, 243호 (동산동)",경기도 고양시 덕양구 동산동 368-2번지 e편한세상시티 삼송2차 상가동 242호
48,유피티 스튜디오,20210609,,,13,영업중,"경기도 고양시 일산동구 무궁화로93번길 45, 지하1층 (정발산동)",경기도 고양시 일산동구 정발산동 710-2 
49,세븐짐,20150821,,,13,영업중,"경기도 고양시 일산동구 강송로 170, 지하층 (마두동, 현대프라자)",경기도 고양시 일산동구 마두동 781 
50,짐 2019,20191219,,,13,영업중,경기도 고양시 일산서구 가좌로50번길 5 (가좌동),경기도 고양시 일산서구 가좌동 465-5번지 
51,레이블짐&PT,20140224,,,13,영업중,"경기도 고양시 일산서구 중앙로 1406, 7층 (주엽동, 한솔코아(주))",경기도 고양시 일산서구 주엽동 72-2 7층호
52,원모어 피트니스,20160831,,,13,영업중,"경기도 고양시 일산동구 중앙로 1189, GM굿모닝 법조타운 701, 702호 (장항동)",경기도 고양시 일산동구 장항동 890-6 GM굿모닝 법조타운 
53,골드휘트니스,20190411,,,13,영업중,"경기도 고양시 덕양구 통일로768번길 18, 골든타워 3,4층 301,401호 (관산동)",경기도 고양시 덕양구 관산동 180-1번지 골든타워 401호
54,땅콩짐,20210311,,,13,영업중,"경기도 고양시 덕양구 용현로53번길 36, 지하층 (행신동)",경기도 고양시 덕양구 행신동 741-8 지하 
55,주식회사 제이엠에스 지축,20220404,,,13,영업중,"경기도 고양시 덕양구 지축2로 21, 7층 701호 (지축동)",경기도 고양시 덕양구 지축동 0 7층 701호
56,어빌리티휘트니스,20220426,,,13,영업중,"경기도 고양시 덕양구 성신로 4, 4층 (화정동)",경기도 고양시 덕양구 화정동 1148 4층 
57,원당영헬스대중사우나,20031001,,,13,영업중,"경기도 고양시 덕양구 호국로790번길 17 (성사동,영프라자 6층)",경기도 고양시 덕양구 성사동 697-14 영프라자 6층 
58,라이프바디짐,20220422,,,13,영업중,"경기도 고양시 일산동구 정발산로196번길 7-5, 지1층 (마두동)",경기도 고양시 일산동구 마두동 884-8 
59,플랜짐 PT&필라테스,20220715,,,13,영업중,"경기도 고양시 덕양구 지축로 62, 아인시티 8층 801, 802호 (지축동)","경기도 고양시 덕양구 지축동 0 아인시티 8층 801, 802호 "
60,더 캘리포니아 짐,20170731,,,13,영업중,"경기도 고양시 일산서구 일산로 517, 207호 (일산동, 뉴일산코아)",경기도 고양시 일산서구 일산동 1088-1번지 뉴일산코아 207호
61,리버휘트니스클럽,20040413,,,13,영업중,"경기도 고양시 덕양구 지도로 62 (토당동,동영빌딩 4층)",경기도 고양시 덕양구 토당동 373-55번지 동영빌딩 4층 
62,아놀드홍휘트니스 홈플러스 일산점,20141230,,,13,영업중,"경기도 고양시 일산동구 중앙로1275번길 64, 4층 (장항동, 홈플러스 일산점)",경기도 고양시 일산동구 장항동 755번지 홈플러스 일산점 4층 
63,제이짐휘트니스,20160411,,,13,영업중,"경기도 고양시 덕양구 통일로 760, 314,315호 (관산동, 더퍼스트프라임)",경기도 고양시 덕양구 관산동 1015번지
64,Body Master Gym,20150414,,,13,영업중,"경기도 고양시 일산서구 킨텍스로 289, 3층 (대화동)",경기도 고양시 일산서구 대화동 2283 3층호
65,ONE IT FIT,20010912,,,13,영업중,"경기도 고양시 일산서구 강성로 101, 501.507호 (주엽동, 제일프라자)","경기도 고양시 일산서구 주엽동 72 제일프라자 501호,507호 "
66,뉴 라이프 짐,20080724,,,13,영업중,"경기도 고양시 덕양구 도래울로 42, 센트럴타워 306, 307호 (도내동)","경기도 고양시 덕양구 도내동 1079 센트럴타워 306, 307호 "
67,바디신스튜디오,20210203,,,13,영업중,"경기도 고양시 일산서구 가좌3로 47, 선진상가 2층 204, 205호 (가좌동)","경기도 고양시 일산서구 가좌동 404 선진상가 204, 205호 "
68,H FITNESS,20130225,,,13,영업중,"경기도 고양시 일산서구 대화로 136, B101,B102호 (대화동, 대화동 대성프라자)",경기도 고양시 일산서구 대화동 867-2번지 대성프라자 B101호
69,더해짐,20131107,,,13,영업중,"경기도 고양시 덕양구 화신로 267 (화정동,이-프라자 5층 501호)",경기도 고양시 덕양구 화정동 1002-3 이-프라자 5층 501호 
70,GOTO 화정점,20141013,,,13,영업중,"경기도 고양시 덕양구 백양로 65, 2(일부)층 (화정동, 동도센트리움)",경기도 고양시 덕양구 화정동 986-6 동도센트리움 2층일부 
71,IT GYM,20210407,,,13,영업중,"경기도 고양시 일산서구 주화로 70, 일산우신프라자빌 3층 311호 (주엽동)",경기도 고양시 일산서구 주엽동 109-1 일산우신프라자빌 3층 311호
72,트리플짐,20061120,,,13,영업중,"경기도 고양시 일산서구 고양대로632번길 60, 502,503호 (일산동, 이안아파트)","경기도 고양시 일산서구 일산동 655-15번지 일산역이안 502, 503호 "
73,이레휘트니스클럽,20040805,,,13,영업중,"경기도 고양시 덕양구 은빛로 41, 1001호 (화정동)",경기도 고양시 덕양구 화정동 909-1 1001호
74,주식회사 세븐짐탄현,20021112,,,13,영업중,"경기도 고양시 일산서구 산현로17번길 9, 602,603,604호 (탄현동, 부건3차)","경기도 고양시 일산서구 탄현동 1576-5번지 부건3차프라자 602, 603, 604호 "
75,용구의 바디 스토리,20120419,,,13,영업중,"경기도 고양시 일산동구 중앙로1275번길 60-21, 크리스탈빌딩 204호 (장항동)",경기도 고양시 일산동구 장항동 756-3 크리스탈빌딩 204호
76,일산스파골프 휘트니스,20171221,,,13,영업중,"경기도 고양시 일산서구 일산로 562, 신일산연합상가 지하1층 B103~B105호 (일산동)",경기도 고양시 일산서구 일산동 1064-3 신일산연합상가 B103~호
77,에이스스파랜드,20050425,,,13,영업중,"경기도 고양시 일산서구 고봉로 291, 5층 (일산동, 에이스스타디움)",경기도 고양시 일산서구 일산동 555-1 5층 
78,밸런스짐,20170120,,,13,영업중,"경기도 고양시 덕양구 능곡로 11, 한강 능곡역 성원상떼빌 2단지 상가동 지하 104,105,106,107,108,109,111호 (토당동)",경기도 고양시 덕양구 토당동 347-7번지 한강 능곡역 성원상떼빌 2단지 
79,일상 피트니스,20201210,,,13,영업중,"경기도 고양시 덕양구 통일로214번길 6, 2층 (지축동)",경기도 고양시 덕양구 지축동 766-172 2층 
80,용바디짐,20201216,,,13,영업중,"경기도 고양시 일산서구 일현로41번길 16, 탄현 헤센스마트 312호 (탄현동)",경기도 고양시 일산서구 탄현동 1559-1 탄현 헤센스마트 312호
81,JMS 휘트니스 풍동점,20210607,,,13,영업중,"경기도 고양시 일산동구 숲속마을로 26, 풍동프라자 701호 (풍동)",경기도 고양시 일산동구 풍동 1278 풍동프라자 701호
82,더블핏 스튜디오,20140415,,,13,영업중,"경기도 고양시 일산동구 위시티로 67, 201호 (식사동)",경기도 고양시 일산동구 식사동 1522번지 201호
83,헬쓰학원,20111220,,,13,영업중,"경기도 고양시 일산동구 무궁화로 34, 602호 (장항동, 남정씨티프라자2)",경기도 고양시 일산동구 장항동 778-2번지 남정씨티프라자2 602호
84,히플짐,20210603,,,13,영업중,"경기도 고양시 덕양구 꽃마을로 4, 고양향동 퍼스트타워 801호 (향동동)",경기도 고양시 덕양구 향동동 529 고양향동 퍼스트타워 
85,바디프로핏,20210603,,,13,영업중,"경기도 고양시 덕양구 꽃마을로 68, 로데오프라자 604호 (향동동)",경기도 고양시 덕양구 향동동 522 로데오프라자 
86,휘트니스피플 우먼 탄현점,20210927,,,13,영업중,"경기도 고양시 일산서구 일현로 65, 3층 301~302호 (탄현동)",경기도 고양시 일산서구 탄현동 174-42 3층 301~302호 
87,범휘트니스 탄현점,20200731,,,13,영업중,"경기도 고양시 일산서구 산현로92번길 60, 탄현 이화프라자 3층 306호 (일산동)",경기도 고양시 일산서구 일산동 2023 탄현 이화프라자 306호
88,운동을 하다,20210409,,,13,영업중,"경기도 고양시 일산동구 중앙로1261번길 61, 메트로골드 301호 (장항동)",경기도 고양시 일산동구 장항동 864 메트로골드 301호
89,ATP 스포츠센터,20210331,,,13,영업중,"경기도 고양시 덕양구 화중로152번길 6-18, 지하층 (화정동)",경기도 고양시 덕양구 화정동 888-3 지하 
90,JMS 휘트니스 향동점,20210331,,,13,영업중,"경기도 고양시 덕양구 향기로 115, 봄프라자 8층 (향동동)",경기도 고양시 덕양구 향동동 526 봄프라자 8층 
91,바디맥스,20190403,,,13,영업중,"경기도 고양시 일산서구 덕이로 30-8, 양우씨네플렉스 제지1층 제비105호,제비106호,제비107호 (덕이동)",경기도 고양시 일산서구 덕이동 219-10번지 양우씨네플렉스 
92,업템포짐,20210409,,,13,영업중,"경기도 고양시 덕양구 꽃마을로 4, 고양향동 퍼스트타워 7층 707, 708호 (향동동)",경기도 고양시 덕양구 향동동 529 고양향동 퍼스트타워 7층 
93,5150 피트니스,20201006,,,13,영업중,"경기도 고양시 일산서구 중앙로 1564, 그린월드 7층 701호 (대화동)",경기도 고양시 일산서구 대화동 2203-1 그린월드 701호
94,고투(GOTO) 주엽,20110527,,,13,영업중,"경기도 고양시 일산서구 중앙로 1391, 상가동 3층 (주엽동, 강선마을12단지아파트)",경기도 고양시 일산서구 주엽동 83번지 레이크쇼핑 3층 
95,쏘마휘트니스 삼송신원점,20170314,,,13,영업중,"경기도 고양시 덕양구 권율대로 893, 702호 (신원동, 파스텔시티)",경기도 고양시 덕양구 신원동 620-1 파스텔 시티 
96,JMS 휘트니스 식사점,20201215,,,13,영업중,"경기도 고양시 일산동구 위시티1로 6-39, 더파인테라스 3층 (식사동)",경기도 고양시 일산동구 식사동 1586 더파인테라스 
97,머스트짐,20201030,,,13,영업중,"경기도 고양시 일산동구 중앙로 1160, 지하층 (마두동)",경기도 고양시 일산동구 마두동 805-1 
98,굿모닝휘트니스,20031231,,,13,영업중,"경기도 고양시 일산서구 중앙로 1574, 801호 (대화동, 월드프라자)",경기도 고양시 일산서구 대화동 2205-1번지 월드프라자 801호
99,포레스트짐PT,20200507,,,13,영업중,"경기도 고양시 일산동구 중앙로1261번길 17, 라고프라자 305,306호 (장항동)",경기도 고양시 일산동구 장항동 857-1 라고프라자 
100,PRIMAIRE,20201015,,,13,영업중,"경기도 고양시 덕양구 동송로 70, 힐스테이트 삼송역 2층 232,233호 (삼송동)",경기도 고양시 덕양구 삼송동 291 힐스테이트 삼송역 232호
101,바디에이원짐,20190626,,,13,영업중,"경기도 고양시 일산동구 숲속마을로 18, 웰빙타운 지층 01호,02호,03호 (풍동)",경기도 고양시 일산동구 풍동 1278-3번지 웰빙타운 
102,새로워짐,20200302,,,13,영업중,"경기도 고양시 일산서구 원일로 126, 5층층 504호 (일산동)",경기도 고양시 일산서구 일산동 1680-1 5층 504호호
103,더블에잇 휘트니스 삼송점,20190830,,,13,영업중,"경기도 고양시 덕양구 동송로 33, 이편한세상시티삼송 1차 상가동 2층 61~65호 (동산동)",경기도 고양시 덕양구 동산동 369번지 이편한세상시티삼송 1차 상가동 61~65호
104,크로스핏 손오공,20190830,,,13,영업중,"경기도 고양시 덕양구 용현로 22, 무원마을3단지 지하층 1,2,3,4호 (행신동)",경기도 고양시 덕양구 행신동 769번지 무원마을3단지 지하층 
105,티지필라테스 피티,20220119,,,13,영업중,"경기도 고양시 덕양구 화신로260번길 47, 첼시빌딩 5층 502호 (화정동)",경기도 고양시 덕양구 화정동 978-1 첼시빌딩 502호
106,주식회사 제이엠에스홀딩스,20220602,,,13,영업중,"경기도 고양시 일산서구 송포로 35, 대륙종합상가 2층 202호 (대화동)",경기도 고양시 일산서구 대화동 1464-7 대륙종합상가 2층 202호
107,토탈핏 트레이닝 센터,20220712,,,13,영업중,"경기도 고양시 덕양구 화중로 100, 비젼타워21 405호 (화정동)",경기도 고양시 덕양구 화정동 968 비젼타워21 405호
108,크로스핏 손오공,20220818,,,13,영업중,"경기도 고양시 덕양구 고양대로1384번길 35, 어울림마을2단지  지하층 1~4호 (성사동)",경기도 고양시 덕양구 성사동 723 어울림마을2단지  지하층 1~4호
109,리스펙짐,20211118,,,13,영업중,"경기도 고양시 일산동구 강석로 123, 뉴삼창마트 A동 901호 (마두동)",경기도 고양시 일산동구 마두동 802 뉴삼창마트 
110,겟인 필라테스 앤짐,20211118,,,13,영업중,"경기도 고양시 일산동구 중앙로1275번길 38-5, 이레21빌딩 3층 306호 (장항동)",경기도 고양시 일산동구 장항동 770-2 이레21빌딩 306호
111,헬로우짐,20220427,,,13,영업중,"경기도 고양시 일산동구 중앙로 1048, 일산르메이에르프라자 3층 일부호 (백석동)",경기도 고양시 일산동구 백석동 1297-2 일산르메이에르프라자 
112,코어짐,20220519,,,13,영업중,"경기도 고양시 일산동구 무궁화로 42-28, 일산프라자 2층 202, 203호 (장항동)",경기도 고양시 일산동구 장항동 776 일산프라자 
113,저스트 플레잉(JUST PLAYING),20211111,,,13,영업중,"경기도 고양시 일산동구 위시티2로11번길 6-9, 용진프라자 3층 일부호 (식사동)",경기도 고양시 일산동구 식사동 1543-4 
114,어나더짐,20211115,,,13,영업중,"경기도 고양시 일산동구 숲속마을로 50-38, 중앙프라자 A동 203,204호 (풍동)",경기도 고양시 일산동구 풍동 1273 중앙프라자 
115,업투 라페스타점,20220204,,,13,영업중,"경기도 고양시 일산동구 무궁화로 31-1, 텐폴드프라자 3층 301, 302, 303호 (장항동)",경기도 고양시 일산동구 장항동 735-3 텐폴드프라자 
116,에이플러스짐 삼송신원점,20211129,,,13,영업중,"경기도 고양시 덕양구 권율대로 886, 호평PLAZA 501호 (신원동)",경기도 고양시 덕양구 신원동 626 호평PLAZA 501호
117,바디찬스짐,20211210,,,13,영업중,"경기도 고양시 덕양구 도래울로 104, KB골든타워 503호 (도내동)",경기도 고양시 덕양구 도내동 964 KB골든타워 503호
118,오아피티,20220302,,,13,영업중,"경기도 고양시 덕양구 호국로 804, 원당타운 202호 (성사동)",경기도 고양시 덕양구 성사동 510-5 원당타운 202호
119,그릿 크로스핏,20220302,,,13,영업중,"경기도 고양시 일산동구 정발산로 43-7, 메리트 윈 2층 207, 208호 (장항동)",경기도 고양시 일산동구 장항동 856 메리트 윈 
120,하이브리드 애슬레틱스,20211216,,,13,영업중,"경기도 고양시 덕양구 토당로 52, 능곡역프라자 B01호 (토당동)",경기도 고양시 덕양구 토당동 444-1 능곡역프라자 B01호
121,jkj 헬스,20220721,,,13,영업중,"경기도 고양시 일산동구 일산로 206, 정우빌딩동 2층 (마두동, 백마마을3단지아파트)",경기도 고양시 일산동구 마두동 732 백마마을3단지아파트 
122,팀윤짐,20211207,,,13,영업중,"경기도 고양시 일산동구 위시티로 34, 삼우빌딩 6층 (식사동)",경기도 고양시 일산동구 식사동 1582 
123,넥스트 휘트니스 정발산점,20211207,,,13,영업중,"경기도 고양시 일산동구 정발산로 31-21, 맥클린21 4층 401~404호 (장항동)",경기도 고양시 일산동구 장항동 858 맥클린21 
124,바디토탈휘트니스,20031129,,,13,영업중,"경기도 고양시 일산동구 탄중로 325-15, 일신프라자 3층 (중산동)",경기도 고양시 일산동구 중산동 1568 일신프라자 3층 
125,MJ 퍼스널 트레이닝,20111108,,,13,영업중,"경기도 고양시 일산동구 숲속마을로 26, 풍동프라자 404호 (풍동)",경기도 고양시 일산동구 풍동 1278번지 풍동프라자 
126,(주)고핏플러스,20121009,,,13,영업중,"경기도 고양시 덕양구 충장로 22, 401,406호 (행신동, 탑프라자)","경기도 고양시 덕양구 행신동 761-3 탑프라자 401,406호"
127,비나이더 마두점,20101101,,,13,영업중,"경기도 고양시 일산동구 장백로 194, 위너스21 7층 701호 (장항동)",경기도 고양시 일산동구 장항동 893-1 위너스21 701호
128,디저핏,20111129,,,13,영업중,"경기도 고양시 일산동구 중앙로1261번길 77, 메트로폴리스 504호 (장항동)",경기도 고양시 일산동구 장항동 864-2 메트로폴리스 
129,뉴짐,20171115,,,13,영업중,"경기도 고양시 일산동구 숲속마을로 50-54, 501호 (풍동)",경기도 고양시 일산동구 풍동 1273-3번지 세훈프라자 501호
130,라이프짐,20130307,,,13,영업중,"경기도 고양시 일산동구 숲속마을1로 71, 샘터17 1003호 (풍동)",경기도 고양시 일산동구 풍동 1279-4 샘터17 1003호
131,Thumbody Fit,20160812,,,13,영업중,"경기도 고양시 일산동구 위시티2로 13, 302호 (식사동)",경기도 고양시 일산동구 식사동 1546번지 302호
132,럭키짐,20150320,,,13,영업중,"경기도 고양시 덕양구 화정로 47, 지하1층 B105(일부),B106호 (화정동, 동원텔)","경기도 고양시 덕양구 화정동 969번지 동원텔지하1층  B105호일부, B106호 "
133,펄스짐 YH,20150508,,,13,영업중,"경기도 고양시 덕양구 중앙로 450, 601호 (행신동, 명성프라자)",경기도 고양시 덕양구 행신동 1082-2번지 외 1필지(행신동1082-3) 명성프라자 601호
134,커브스행신클럽,20101004,,,13,영업중,"경기도 고양시 덕양구 중앙로558번길 16-16 (행신동,능곡종합프라자 6층)",경기도 고양시 덕양구 행신동 948-2 능곡종합프라자 6층 
135,(주)코지헬스앤뷰티 원흥역점,20170117,,,13,영업중,"경기도 고양시 덕양구 삼송로 8, 8층 (원흥동)",경기도 고양시 덕양구 원흥동 629-801 한일골드타워 
136,아놀드홍짐 킨텍스점,20151030,,,13,영업중,"경기도 고양시 일산서구 호수로 817, B1층 X8, YB호 (대화동, 레이킨스몰)","경기도 고양시 일산서구 대화동 2602번지 레이킨스몰 X8,YB호"
137,버닝타임,20170109,,,13,영업중,"경기도 고양시 덕양구 혜음로 29-10, 2층 (고양동, 수연빌딩)",경기도 고양시 덕양구 고양동 128-4 
138,해솔스포츠(주) 펀휘트니스,20141008,,,13,영업중,"경기도 고양시 덕양구 토당로 115 (토당동, 금호프라자 지하103호,104호)","경기도 고양시 덕양구 토당동 282-2번지 금호프라자 지하103호,104호"
139,이지짐,20081016,,,13,영업중,"경기도 고양시 덕양구 충장로 140 (행신동, 7층일부)",경기도 고양시 덕양구 행신동 943번지 선프라자 7층 
140,VIP휘트니스 원당점,20070719,,,13,영업중,"경기도 고양시 덕양구 고양대로 1379  (성사동,3층)",경기도 고양시 덕양구 성사동 703-6번지 3층
141,케이불스 휘트니스,20160524,,,13,영업중,"경기도 고양시 일산서구 일산로 762, 4층 (대화동)",경기도 고양시 일산서구 대화동 2202-2 4층호
142,쏘마휘트니스,20160809,,,13,영업중,"경기도 고양시 덕양구 화신로272번길 58, 803호 (화정동, 영프라자빌딩)",경기도 고양시 덕양구 화정동 972번지
143,TEAM-K MMA GYM,20140429,,,13,영업중,"경기도 고양시 일산동구 중산로 244, 401호 (중산동, 고은프라자)",경기도 고양시 일산동구 중산동 1569-3번지 고은프라자 401호
144,헬스문화원,20040504,,,13,영업중,경기도 고양시 일산동구 고양대로 1030 (식사동),경기도 고양시 일산동구 식사동 861-0003번지
145,HONESTY CAMP,20130624,,,13,영업중,"경기도 고양시 일산동구 일산로 281, 2층 (마두동, 킴스빌딩)",경기도 고양시 일산동구 마두동 923-2번지 킴스빌딩 2층
146,익사이팅 짐,20130111,,,13,영업중,"경기도 고양시 덕양구 지도로103번길 31-6, 4층 (토당동, 신현빌딩)",경기도 고양시 덕양구 토당동 85-2번지 
147,JMS,20170731,,,13,영업중,"경기도 고양시 일산동구 중앙로 1036, 6층 (백석동, 베스트 고양터미널)",경기도 고양시 일산동구 백석동 1242번지 
148,두잇짐(Do it GYM),20130729,,,13,영업중,"경기도 고양시 덕양구 중앙로 452  (행신동,메디스타워 3층 302호)",경기도 고양시 덕양구 행신동 1082-1번지 메디스타워 3층 302호
149,에스제이휘트니스클럽,20010709,,,13,영업중,"경기도 고양시 덕양구 백양로 47 (화정동,상록빌딩 501~503호)",경기도 고양시 덕양구 화정동 1000-9번지 상록빌딩 501~503호
