사업장명,인허가일자,인허가취소일자,휴업시작일자,휴업종료일자,폐업일자,영업상태명,소재지전체주소,도로명전체주소,주소,"폐업,전출,휴업,취소,말소여부","폐업,전출,휴업,취소,말소일자","폐업,전출,휴업,취소,말소연도",인허가연도
탭피트니스,2021-12-31,,,,,영업/정상,경상남도 김해시 대청동 62-6 다성빌딩,"경상남도 김해시 번화1로80번길 15, 다성빌딩 10층 (대청동)","경상남도 김해시 번화1로80번길 15, 다성빌딩 10층 (대청동)",0,,,2021
경남인재개발교육원,2022-01-05,,,,,영업/정상,경상남도 진주시 상봉동 615-2 화인아파트,"경상남도 진주시 상봉대룡길 22, 화인아파트 3층 (상봉동)","경상남도 진주시 상봉대룡길 22, 화인아파트 3층 (상봉동)",0,,,2022
라인업짐,2022-01-06,,,,,영업/정상,경상남도 양산시 북정동 894-2 스카이노래방,"경상남도 양산시 중앙로 313-1, 스카이노래방 4층 (북정동)","경상남도 양산시 중앙로 313-1, 스카이노래방 4층 (북정동)",0,,,2022
PT프로짐,2022-01-06,,,,,영업/정상,경상남도 양산시 물금읍 가촌리 1293-1 우성프라자,"경상남도 양산시 물금읍 야리로 118, 우성프라자 303~304호","경상남도 양산시 물금읍 야리로 118, 우성프라자 303~304호",0,,,2022
뉴에스에이짐,2021-12-24,,,,,영업/정상,경상남도 함양군 함양읍 교산리 184-1,"경상남도 함양군 함양읍 함양로 1174, 청우빌딩 2층","경상남도 함양군 함양읍 함양로 1174, 청우빌딩 2층",0,,,2021
헐크짐,2018-08-06,,,,,영업/정상,경상남도 거제시 옥포동 1884번지,"경상남도 거제시 옥포로 257, 2층 (옥포동)","경상남도 거제시 옥포로 257, 2층 (옥포동)",0,,,2018
필라핏 156,2020-04-21,,,,,영업/정상,경상남도 거제시 상동동 208-2번지,"경상남도 거제시 상동5길 27, 2층 (상동동)","경상남도 거제시 상동5길 27, 2층 (상동동)",0,,,2020
리복헬스,2020-04-09,,,,,영업/정상,경상남도 김해시 부곡동 1163-3,"경상남도 김해시 월산로 9, 5층 (부곡동)","경상남도 김해시 월산로 9, 5층 (부곡동)",0,,,2020
404피트니스 장유점,2020-06-15,,,,,영업/정상,경상남도 김해시 대청동 301-7,"경상남도 김해시 삼문로 15, 부자빌딩 6층 (대청동)","경상남도 김해시 삼문로 15, 부자빌딩 6층 (대청동)",0,,,2020
동원헬스,2003-05-16,,,,,영업/정상,경상남도 김해시 지내동 313-4 3층,"경상남도 김해시 김해대로2715번길 49, 3층 (지내동)","경상남도 김해시 김해대로2715번길 49, 3층 (지내동)",0,,,2003
