사업장명,인허가일자,인허가취소일자,휴업시작일자,휴업종료일자,폐업일자,영업상태명,소재지전체주소,도로명전체주소,주소,"폐업,전출,휴업,취소,말소여부","폐업,전출,휴업,취소,말소일자","폐업,전출,휴업,취소,말소연도",인허가연도
시카고휘트니스센터,2010-07-22,,,,20151104.0,폐업,광주광역시 동구 금동 211-10번지 코밀빌딩 16층 1601호,광주광역시 동구 천변우로 453 (금동),광주광역시 동구 천변우로 453 (금동),1,2015-11-04,2015,2010
코어스포츠과학센터,2010-10-03,,,,20190806.0,폐업,광주광역시 동구 충장로5가 59-8번지 5층,광주광역시 동구 구성로 162-1 (충장로5가),광주광역시 동구 구성로 162-1 (충장로5가),1,2019-08-06,2019,2010
투탑스짐휘트니스 2호점,2012-05-30,,,,20201231.0,폐업,광주광역시 동구 불로동 1-21 9층,광주광역시 동구 중앙로160번길 16-7 (불로동),광주광역시 동구 중앙로160번길 16-7 (불로동),1,2020-12-31,2020,2012
라이더 스포츠랜드,2012-06-25,,,,20120907.0,폐업,광주광역시 동구 계림동 465-25번지 1층,"광주광역시 동구 구성로 246, 1층 (계림동)","광주광역시 동구 구성로 246, 1층 (계림동)",1,2012-09-07,2012,2012
힐링 and 바디,2013-04-11,,,,20170322.0,폐업,광주광역시 동구 충장로1가 5번지,광주광역시 동구 충장로 101-5 (충장로1가),광주광역시 동구 충장로 101-5 (충장로1가),1,2017-03-22,2017,2013
바이러스 짐(VIRUS GYM),2015-05-27,,,,20180604.0,폐업,광주광역시 동구 광산동 86-2번지,광주광역시 동구 서석로 30 (광산동),광주광역시 동구 서석로 30 (광산동),1,2018-06-04,2018,2015
팀플레이 바이 에이치짐,2016-02-22,,,,20200225.0,폐업,,"광주광역시 동구 필문대로273번길 29, 2층 (지산동)","광주광역시 동구 필문대로273번길 29, 2층 (지산동)",1,2020-02-25,2020,2016
염주헬스클럽,1996-01-16,,,,20121217.0,폐업,광주광역시 서구 화정동 919-18번지,광주광역시 서구 염화로 81 (화정동),광주광역시 서구 염화로 81 (화정동),1,2012-12-17,2012,1996
사계절헬스,1998-05-12,,,,20040904.0,폐업,광주광역시 서구 쌍촌동 981-22번지,광주광역시 서구 상무대로 874  (쌍촌동),광주광역시 서구 상무대로 874  (쌍촌동),1,2004-09-04,2004,1998
금호헬스클럽,1998-09-05,,,,20091215.0,폐업,광주광역시 서구 양동 60-37번지,광주광역시 서구 천변좌로 268  (양동),광주광역시 서구 천변좌로 268  (양동),1,2009-12-15,2009,1998
농성헬스체육관,1996-08-27,,,,20110725.0,폐업,광주광역시 서구 농성동 155-8번지,광주광역시 서구 경열로65번길 3  (농성동),광주광역시 서구 경열로65번길 3  (농성동),1,2011-07-25,2011,1996
상무헬스체육관,1997-01-31,,,,20050103.0,폐업,광주광역시 서구 쌍촌동 966-22번지,광주광역시 서구 상무대로 891  (쌍촌동),광주광역시 서구 상무대로 891  (쌍촌동),1,2005-01-03,2005,1997
한국헬스체육관,1997-12-08,,,,20161228.0,폐업,광주광역시 서구 화정동 180-28번지,광주광역시 서구 군분2로 8 (화정동),광주광역시 서구 군분2로 8 (화정동),1,2016-12-28,2016,1997
광주중부신용협동조합(복지회관),1998-01-09,,,,20130621.0,폐업,광주광역시 서구 광천동 91번지 (1층),"광주광역시 서구 죽봉대로119번길 10, 1층 (광천동)","광주광역시 서구 죽봉대로119번길 10, 1층 (광천동)",1,2013-06-21,2013,1998
광주상록회관 체력단련장,1999-09-30,,,,20150616.0,폐업,광주광역시 서구 농성동 260번지 광주상록회관,"광주광역시 서구 상무대로 1147 (농성동, 광주상록회관)","광주광역시 서구 상무대로 1147 (농성동, 광주상록회관)",1,2015-06-16,2015,1999
금호헬스클리닉,2001-05-09,,,,20060830.0,폐업,광주광역시 서구 금호동 732-8번지,광주광역시 서구 운천로 82  (금호동),광주광역시 서구 운천로 82  (금호동),1,2006-08-30,2006,2001
씨티스포츠센터,2001-10-25,,,,20081230.0,폐업,광주광역시 서구 농성동 417-40번지,광주광역시 서구 죽봉대로 52  (농성동),광주광역시 서구 죽봉대로 52  (농성동),1,2008-12-30,2008,2001
