,사업장명,인허가일자,인허가취소일자,휴업시작일자,휴업종료일자,폐업일자,영업상태명,도로명전체주소
1469,(주)한국그룹운동개발원,20190920,,,,,영업/정상,"서울특별시 송파구 송이로 91, 5층 (가락동)"
1470,위메이트핏,20190920,,,,,영업/정상,"서울특별시 송파구 중대로 60-13, 청기와빌딩 3층 (문정동)"
1471,A Human Being,20190927,,,,,영업/정상,"경기도 의정부시 청사로 49, 금강프라자 7층 701,702호 (금오동)"
1472,필라트니스,20190701,,,,,영업/정상,"서울특별시 구로구 새말로 85, B102호 (구로동)"
1473,몸애반하다,20190801,,,,,영업/정상,"전라북도 익산시 하나로 481, 아뜨리앙 (영등동)"
1474,ESC(elite sporst conditioning GYM),20190928,,,,,영업/정상,"서울특별시 관악구 행운2길 20, 5층 (봉천동)"
1475,UC PT&YOGA,20190701,,,,,영업/정상,"서울특별시 강동구 명일로 200-33, 3층 (길동)"
1476,무브 365 기능 운동 아카데미,20190724,,,,,영업/정상,"경기도 시흥시 은계번영길 11, 7층 704호 (은행동)"
1477,수 휘트니스,20190927,,,,,영업/정상,"충청북도 청주시 흥덕구 가경로 134, 상가동 지하층 1호 (가경동, 세원3차가경골아파트)"
1478,다산 헬스,20190927,,,,,영업/정상,"경기도 남양주시 다산순환로 350, 케이비골든타워 9층 901~904호 (다산동)"
1479,리얼바디짐 문래점,20190701,,,,,영업/정상,"서울특별시 영등포구 선유로 49, 3층 (문래동6가, 미주프라자아파트)"
1480,라인업PT,20190701,,,,,영업/정상,"경기도 하남시 미사강변동로 127, 경서타워 708호 (망월동)"
1481,에스휘트니스,20190701,,,,,영업/정상,"강원도 춘천시 행촌로 27, 지하1층 (퇴계동)"
1482,B&J휘트니스,20190930,,,,,영업/정상,"대전광역시 대덕구 한밭대로 1027, 2층 (오정동)"
1483,셀프메이드짐(SELFMADE GYM),20190930,,,,,영업/정상,"서울특별시 마포구 월드컵로 61, 지하1층 (망원동)"
1484,휴머니즈 헬스타운,20190930,,,,,영업/정상,"전라남도 완도군 완도읍 개포로145번길 7-4, 2층 1호"
1485,제이윤 멀티짐,20190920,,,,,영업/정상,"부산광역시 서구 구덕로 101, 4층 (충무동1가)"
1486,파텔라,20190920,,,,,영업/정상,"서울특별시 영등포구 영등포로20길 22-8, 지율빌딩 2층 (문래동3가)"
1487,르미핏,20190701,,,,,영업/정상,"경기도 부천시 길주로 284, 신중동역 헤리움 메트로 316호 (중동)"
1488,체육 Time 전문 트레이닝 센터,20190930,,,,,영업/정상,"부산광역시 동래구 중앙대로1335번길 43, 2층 (온천동)"
1489,B-Gym(삐Gym),20190930,,,,,영업/정상,"경기도 하남시 덕풍북로 2, 2층 (덕풍동)"
1490,에스에스피트니스,20190910,,,,,영업/정상,"경기도 고양시 일산서구 강성로 121, 일산삼희프라자 6층 603, 604호 (주엽동)"
1491,영 헬스,20190917,,,,,영업/정상,경기도 양주시 백석읍 호명로 52
1492,찬스짐,20190829,,,,,영업/정상,"경기도 성남시 중원구 성남대로1147번길 3, 오라타워 5층 (성남동)"
1493,ONE MORE,20190829,,,,,영업/정상,"서울특별시 용산구 이태원로 216, 3층 (한남동)"
1494,원동온천사우나,20190822,,,,,영업/정상,"경상북도 포항시 남구 오천읍 원동로 105-1, 4층"
1495,알통짐,20190829,,,,,영업/정상,"울산광역시 남구 삼산로83번길 10, 2,3층 (달동)"
1496,린 휘트니스,20190829,,,,,영업/정상,"서울특별시 중랑구 용마산로 426, 광진빌딩 2층 (면목동)"
1497,코어스트롱 중랑구청점,20190829,,,,,영업/정상,"서울특별시 중랑구 봉화산로 218, 지하2층 (신내동)"
1498,필 수 굿(신방점),20190919,,,,,영업/정상,"충청남도 천안시 동남구 수곡로 67, 충무랜드 6층7층 601호 701호 (신방동)"
1499,크로스핏 와이낫,20190917,,,,,영업/정상,경상남도 양산시 번영로 170-1 (평산동)
1500,효 GYM,20190925,,,,,영업/정상,"서울특별시 송파구 백제고분로18길 10, 2층 2호 (잠실동)"
1501,JMS 휘트니스,20190925,,,,,영업/정상,"경기도 김포시 김포한강1로 230, 현대센트럴스퀘어 9층 1~7호 (운양동)"
1502,운동에 반하다,20190710,,,,,영업/정상,"경기도 용인시 기흥구 한보라1로10번길 17, 201호 (보라동)"
1503,아더짐,20190827,,,,,영업/정상,"경기도 의정부시 오목로225번길 157, 폴리프라자 3층 303호 (민락동)"
1504,팔층피티(87PT),20190917,,,,,영업/정상,"경기도 용인시 수지구 광교중앙로 313, 801호 (상현동)"
1505,GYM REMEDY(짐리메디),20190827,,,,,영업/정상,"부산광역시 강서구 명지국제8로 234, 정우빌딩 2차 3층 302호 (명지동)"
1506,헬스보이짐 학동역점,20190827,,,,,영업/정상,"서울특별시 강남구 학동로 171, 삼익악기 빌딩 지하1층 (논현동)"
1507,퍼스트 휘트니스,20190827,,,,,영업/정상,"경기도 포천시 호병로 73, 퍼스트 골든빌 5층 (신읍동)"
1508,빈체로 트레이닝 센터(빈체로 핏 휘트니스),20190919,,,,,영업/정상,"부산광역시 해운대구 해운대로 554, 3층 (우동)"
1509,아름스파,20190919,,,,,영업/정상,"부산광역시 사상구 대동로 304, 아름스파 (감전동)"
1510,달려라 휘트니스,20190829,,,,,영업/정상,"광주광역시 북구 양산제로 77, 2층 (연제동)"
1511,Good Fit,20190910,,,,,영업/정상,"서울특별시 강북구 도봉로8길 12, 5층 501호 (미아동)"
1512,올바른 움직임 연구소,20190925,,,,,영업/정상,"경상남도 진주시 남강로633번길 1, 3층 (본성동)"
1513,로얄피트니스,20190710,,,,,영업/정상,"울산광역시 울주군 범서읍 구영로 155, 4, 5층"
1514,(주)프롬더바디,20190925,,,,,영업/정상,"서울특별시 성동구 왕십리로 115, 9층 905호 (성수동1가)"
1515,엑스포스짐,20190924,,,,,영업/정상,"인천광역시 서구 청중로478번길 24, 3층 (가정동)"
1516,런프스짐,20190710,,,,,영업/정상,"경상남도 김해시 진영읍 여래로20번길 7-1, 금양상가 502호"
1517,핏라이프피트니스,20190709,,,,,영업/정상,"충청남도 천안시 서북구 성성8로 2-44, 6층 602~603호 (성성동)"
1518,Playground,20190910,,,,,영업/정상,"서울특별시 마포구 마포대로 173-14, 마포 센텀 슬로우스퀘어 3층 (아현동)"
1519,인핏퍼스널트레이닝,20190710,,,,,영업/정상,"부산광역시 북구 기찰로 3, 4층 (덕천동)"
1520,라이프 피트니스,20190710,,,,,영업/정상,"인천광역시 연수구 해돋이로 106, 5층 (송도동)"
1521,박PT,20190729,,,,,영업/정상,"서울특별시 서초구 사임당로17길 123, 맥스빌딩 (서초동)"
1522,리라이프,20190708,,,,,영업/정상,"경기도 부천시 부일로 202, 광희빌딩 8층 (상동)"
1523,Team J-Max,20190708,,,,,영업/정상,"경기도 성남시 중원구 성남대로997번길 25-13, 3층 (여수동)"
1524,다이아핏,20190708,,,,,영업/정상,"경기도 성남시 수정구 위례광장로 27, 으뜸프라자 403호 (창곡동)"
1525,(주) 청담 JU YOGA&GYM,20190708,,,,,영업/정상,"경기도 평택시 비전5로 20-42, 배다리정원 빌딩 5층 501, 502호 (비전동)"
1526,머스트바디,20190708,,,,,영업/정상,"경상북도 김천시 혁신2로 15, 더스퀘어 220호 (율곡동)"
1527,엠케이스포츠,20190923,,,,,영업/정상,"경기도 포천시 소흘읍 솔모루로 9, 홈플러스 2층"
1528,(주)에이블짐 불광지점,20190723,,,,,영업/정상,"서울특별시 은평구 불광로 60, 불광동라비앙프라자 지층 (불광동)"
1529,파워마스터짐,20190729,,,,,영업/정상,"경기도 안산시 상록구 건건1길 30, 4층 (건건동)"
1530,마법의 손 리우,20190905,,,,,영업/정상,"부산광역시 남구 수영로358번길 23, 금화빌딩 5층 (대연동)"
1531,가짐,20190923,,,,,영업/정상,"경기도 용인시 수지구 성복2로 108-2, 웰스톤갤러리 128.129호 (성복동)"
1532,대전시립종합복지관헬스장,20010315,,,,,영업/정상,대전광역시 중구 유등천동로 232 (산성동)
1533,트로이짐,20190905,,,,,영업/정상,"강원도 속초시 청대로 223, 2층 (조양동)"
1534,바나나휘트니스24,20190723,,,,,영업/정상,"서울특별시 용산구 독서당로 67, 서울빌딩 4층 402호 (한남동)"
1535,텐모어휘트니스,20190729,,,,,영업/정상,"전라남도 나주시 남평읍 강변1길 8, 4층 401호"
1536,마인드 휘트니스 터미널점,20190905,,,,,영업/정상,"제주특별자치도 제주시 서광로 167, 아리랑빌딩 3층 (용담일동)"
1537,휘트니스 휴,20190905,,,,,영업/정상,"충청남도 천안시 서북구 불당25로 208, 중원타워 1 3층 304~309호 (불당동)"
1538,삼손스포츠수기명가,20190923,,,,,영업/정상,"서울특별시 광진구 아차산로65길 14, B1층 (구의동)"
1539,연세 운동 센터,20190717,,,,,영업/정상,"인천광역시 연수구 청량로 181, 청원타운 201호 (옥련동)"
1540,한상현GYM,20190716,,,,,영업/정상,"서울특별시 종로구 사직로8길 20, B1층 109호 (내수동, 경희궁 파크팰리스)"
1541,오성피트니스 남포점,20190717,,,,,영업/정상,"부산광역시 서구 보수대로 27, 101동 2층 (토성동1가, 경동 리인)"
1542,U&I FITNESS(유앤아이휘트니스),20190902,,,,,영업/정상,"경기도 성남시 수정구 수정로 263, 1층 (신흥동, 예일 위-플러스아파트)"
1543,콩짐,20190906,,,,,영업/정상,"강원도 삼척시 정상안길 97, 금강프라자 3층 (정상동)"
1544,인스타 퍼스널트레이닝,20190717,,,,,영업/정상,"대구광역시 북구 침산남로 165, 5층 (침산동)"
1545,스마트짐 메트로자이,20190716,,,,,영업/정상,"부산광역시 남구 분포로 115, 힐탑탑플레이스 B동 7층 703,704호 (용호동)"
1546,트윈짐,20190902,,,,,영업/정상,"서울특별시 송파구 마천로 79, 장한빌딩 4층 (오금동)"
1547,더바디짐,20190906,,,,,영업/정상,"대전광역시 대덕구 한남로12번길 29, 3층 (오정동)"
1548,쇠마을휘트니스,20190906,,,,,영업/정상,"서울특별시 마포구 양화로 56, 동양한강트레벨 지하1층 B101,102,102-1,103,103-1,104호 (서교동)"
1549,베이직 휘트니스,20190906,,,,,영업/정상,"충청북도 청주시 흥덕구 송화로150번길 15-2, 엠스퀘어 7층 (송절동)"
1550,아이케이스포테인먼트,20190902,,,,,영업/정상,"대구광역시 동구 팔공로50길 10, 4층 (봉무동)"
1551,힐스파 휘트니스,20190808,,,,,영업/정상,"부산광역시 해운대구 달맞이길117번길 11, 언덕위의집 1층 (중동)"
1552,가꾸다PT,20190816,,,,,영업/정상,"광주광역시 남구 효천2로가길 17, 701~702호 (임암동)"
1553,바디 타임즈,20190816,,,,,영업/정상,"대전광역시 서구 도안동로11번길 25, 럭키프라자 5층 (가수원동)"
1554,AMG휘트니스,20190918,,,,,영업/정상,"인천광역시 서구 길주로 79, 11층 (석남동)"
1555,FINE FIT,20190918,,,,,영업/정상,"경기도 평택시 평남로 1013, 동소빌딩 5층 501, 502호 (동삭동)"
1556,로얄짐 2호점,20190918,,,,,영업/정상,"서울특별시 마포구 독막로 42, 지하1층 (합정동)"
1557,머슬팩토리,20190918,,,,,영업/정상,"전라남도 광양시 중마중앙로 81, 3층 (중동)"
1558,수호 바디짐,20190703,,,,,영업/정상,"서울특별시 노원구 동일로243길 29, 상가동 2층 (상계동)"
1559,닥터홍짐/에임트레이닝 랩,20190806,,,,,영업/정상,"경기도 의정부시 체육로 306-28, 굿모닝프라자 4층 (녹양동)"
1560,피트니스 베네핏,20190715,,,,,영업/정상,"서울특별시 강북구 덕릉로 82, 4층 (수유동, 제네스타워)"
1561,옥포24시사우나,20190806,,,,,영업/정상,"경상남도 거제시 옥포대첩로6길 13, 옥포24사우나 6층 (옥포동)"
1562,라임PT 에코점,20190711,,,,,영업/정상,"전라북도 전주시 덕진구 세병로 174-12, 2층 (송천동2가)"
1563,달라스짐,20190808,,,,,영업/정상,"부산광역시 금정구 금강로 209, 한신시티빌 지하1층 (장전동)"
1564,짐티피 연대이대 3호점,20190808,,,,,영업/정상,"서울특별시 서대문구 명물길 74, 에스프리 지하1층,1층,2층 (창천동)"
1565,HATTE PT STUDIO,20190812,,,,,영업/정상,"서울특별시 동대문구 회기로 148-5, 지하1층 (회기동)"
1566,유에스타운 휘트니스 도안9호점,20190812,,,,,영업/정상,"대전광역시 서구 원도안로179번길 57, 1층 (도안동)"
1567,주식회사 선한이웃,20190711,,,,,영업/정상,"충청남도 부여군 은산면 충절로 3734-82, 백제CC트레이닝센터 지하동 1층층"
1568,머슬팜짐,20160518,,,,,영업/정상,"서울특별시 영등포구 선유로9나길 22, 전일빌딩 (문래동5가)"
1569,에이드핏,20190816,,,,,영업/정상,"대구광역시 남구 현충로 265, 3층 (대명동)"
1570,팀에이치짐,20190816,,,,,영업/정상,"경기도 군포시 산본로323번길 20-33, 대원프라자빌딩 501호 (산본동)"
1571,헬스보이짐,20190911,,,,,영업/정상,"대전광역시 서구 둔산서로 59, 고운손빌딩 5층 (둔산동)"
1572,데빌짐,20190709,,,,,영업/정상,"경기도 파주시 문산읍 문향로 72-1, 문산 터미널 타워 803호"
1573,웰니스 피트니스,20190911,,,,,영업/정상,"부산광역시 강서구 신호산단3로 48, 4,5층 401,501호 (신호동)"
1574,JK 퍼스널트레이닝 GYM,20190911,,,,,영업/정상,"경기도 안양시 만안구 박달로 528-1, 2층 (박달동)"
1575,인스타GYM,20190709,,,,,영업/정상,"전라북도 전주시 덕진구 덕용2길 7, 4층 (동산동)"
1576,PT AN STUDIO,20190725,,,,,영업/정상,"경기도 시흥시 솔고개길 4-3, M Terrace 7층 702~703호 (목감동)"
1577,X피트니스가정점,20190903,,,,,영업/정상,"인천광역시 서구 염곡로464번길 23, 엔시티타워 7층 (가정동)"
1578,NEW BODY GYM,20190911,,,,,영업/정상,"경상남도 김해시 진영읍 장등로 3, 경남빌딩 402호"
1579,온리엘 PT 스튜디오,20190727,,,,,영업/정상,"서울특별시 중랑구 망우로 353, C동 209호, 210호 (상봉동, 상봉 프레미어스 엠코)"
1580,Brighten Fitness(브라이튼 휘트니스),20190903,,,,,영업/정상,"대전광역시 서구 둔산로 26, 소레드빌딩 603호 (둔산동)"
1581,올데이핏(Allday Fit),20190911,,,,,영업/정상,"서울특별시 서초구 반포대로30길 81, 웅진타워 (서초동)"
1582,Life Body shop,20190725,,,,,영업/정상,"서울특별시 양천구 오목로 333, 에이동 3층 (목동)"
1583,허니짐,20190725,,,,,영업/정상,"서울특별시 양천구 목동중앙로 97, 청우빌딩 2층 201호 (목동)"
1584,더린 피트니스,20190807,,,,,영업/정상,"울산광역시 북구 호계로 275, B동 3층 (호계동)"
1585,우피짐 주안점,20190807,,,,,영업/정상,"인천광역시 미추홀구 미추홀대로 620, 2층 (주안동)"
1586,GX 팩토리,20190725,,,,,영업/정상,"부산광역시 해운대구 좌동로 113, 3층 (좌동)"
1587,(주)더프라자 언주,20190725,,,,,영업/정상,"서울특별시 강남구 봉은사로 209, 지하1층 (논현동)"
1588,베네핏,20190725,,,,,영업/정상,"경기도 성남시 분당구 백현로101번길 17, 초림프라자 509,510호 (수내동)"
1589,바디나믹,20190807,,,,,영업/정상,"인천광역시 계양구 새벌로 131, 3층 301호 (효성동)"
1590,화남면 다목적회관,20190725,,,,,영업/정상,경상북도 영천시 화남면 신화로 1198
1591,퍼스트바디짐 앤드 필라테스,20190909,,,,,영업/정상,"충청북도 청주시 흥덕구 서현동로 17, 자연빌딩 7층 (강서동)"
1592,코어스포츠재활센터,20190807,,,,,영업/정상,"광주광역시 남구 용대로 180-6, 2층 (방림동)"
1593,스포벡휘트니스,20190909,,,,,영업/정상,"서울특별시 용산구 한강대로 296, 참빛빌딩 지하1층 (남영동)"
1594,렛츠핏,20190909,,,,,영업/정상,"경기도 광주시 태전중앙로 14, 서원프라자 1동 2층 (태전동)"
1595,연희 피티＆필라테스,20190924,,,,,영업/정상,"서울특별시 서대문구 연희맛로 22, 2층 (연희동, 삼원빌딩)"
1596,로그짐 대치점,20190924,,,,,영업/정상,"서울특별시 강남구 삼성로 317, 우석빌딩 지하2층 (대치동)"
1597,(유)원광메디컬짐,20190709,,,,,영업/정상,"광주광역시 남구 회재로 1140-23, 원광대한방병원 7층 (주월동)"
1598,원알엠피티니스,20190911,,,,,영업/정상,"경기도 용인시 수지구 풍덕천로139번길 16-5, 선용빌딩 4층 (풍덕천동)"
1599,청년헬스장,20190911,,,,,영업/정상,"강원도 춘천시 백령로 178, 4층 (후평동)"
1600,팀윤짐 송도3호점,20190911,,,,,영업/정상,"인천광역시 연수구 센트럴로 160, 판매시설동 212,213,214,215호 (송도동, 송도센트럴파크푸르지오)"
1601,미라클짐 학장점,20190911,,,,,영업/정상,"부산광역시 사상구 대동로 95, 4층 제1가호, 제1나호 (학장동)"
1602,크라운 Gym,20190814,,,,,영업/정상,"경상북도 포항시 북구 장량로189번길 5-8, 다원빌딩 2층 (양덕동)"
1603,워너짐,20190814,,,,,영업/정상,"부산광역시 부산진구 가야대로 561, 2층 (가야동)"
1604,YB GYM,20190904,,,,,영업/정상,"경상북도 안동시 경동로 405, 3층 (태화동)"
1605,라이트짐,20190731,,,,,영업/정상,"서울특별시 송파구 오금로31길 3, 우성빌딩 지하층 (방이동)"
1606,JMS 휘트니스,20190904,,,,,영업/정상,"경기도 고양시 일산동구 중산로 67, 중산동 아카메디 5층 501호 (중산동)"
1607,원앤원 짐,20190826,,,,,영업/정상,"경기도 의정부시 평화로542번길 13, 3층 (의정부동)"
1608,저스트케이 휘트니스,20190826,,,,,영업/정상,"경상남도 양산시 물금읍 야리로 112, KJ플러스 404호"
1609,크로스핏 라온2,20190627,,,,,영업/정상,"서울특별시 광진구 용마산로 36, 지층 (중곡동)"
1610,사천시장애인국민체육센터 헬스장,20190828,,,,,영업/정상,"경상남도 사천시 용현면 진삼로 449, 사천시 장애인 국민체육센터"
1611,프로핏,20190828,,,,,영업/정상,"경기도 남양주시 호평로46번길 2, 101호 (호평동)"
1612,페달로 기능성 운동센타,20190904,,,,,영업/정상,"경상남도 양산시 평산6길 8, 몽스 2층 (평산동)"
1613,대박 휘트니스센터,20190904,,,,,영업/정상,"인천광역시 부평구 경인로 1038, B02호 (부개동, 그린힐)"
1614,빵터짐,20190819,,,,,영업/정상,"울산광역시 중구 화합로 366-1, 3층 (반구동)"
1615,팻번,20190828,,,,,영업/정상,"인천광역시 서구 건지로 375, 5층 (가좌동)"
1616,바로핏,20190916,,,,,영업/정상,"대구광역시 수성구 달구벌대로 2587, 3층 (만촌동)"
1617,혁 PT,20190819,,,,,영업/정상,"서울특별시 동작구 사당로 219, 국민은행남성지점 지하1층 (사당동)"
1618,파리휘트니스,20190731,,,,,영업/정상,강원도 춘천시 춘천로 204 (효자동)
1619,이루어짐,20190826,,,,,영업/정상,"경기도 안산시 단원구 예술대학로 9, 보배프라자 201,202호 (고잔동)"
1620,(주)케이제이 스포츠센터,20190818,,,,,영업/정상,"울산광역시 중구 북부순환도로 862, 케이제이 스포츠센터 4층 (서동)"
1621,JN휘트니스,20190627,,,,,영업/정상,"전라남도 화순군 화순읍 만연로 72-1, 건영빌딩"
1622,This is fitness,20190904,,,,,영업/정상,"서울특별시 강남구 선릉로 822, 유리빌딩 (청담동)"
1623,MOVE GYM,20190828,,,,,영업/정상,"경상북도 경주시 용황로7길 19, 5층 (용강동)"
1624,(주)올집웰리빙서비스 올짐 휘트니스 대티지점,20191001,,,,,영업/정상,부산광역시 사하구 낙동대로 137 (괴정동)
1625,국제 휘트니스,20190627,,,,,영업/정상,"부산광역시 북구 화명대로 9, 코스모 북부산 빌딩 8층 (화명동)"
1626,바디피티,20191001,,,,,영업/정상,"세종특별자치시 새롬중앙로 34, 크리스마스빌딩 6층 615~617호 (새롬동)"
1627,올웨이즈피트니스,20191001,,,,,영업/정상,"경기도 평택시 비전5로 20-52, 에스엘프라자 4층 401호 (비전동)"
1628,실버피트니스,20190916,,,,,영업/정상,"경상남도 김해시 해반천로144번길 31, 5층 (삼계동)"
1629,헬스보이짐,20190705,,,,,영업/정상,"서울특별시 영등포구 경인로 775, 에이스하이테크시티 (문래동3가)"
1630,HGYM 2호점,20190705,,,,,영업/정상,"경기도 파주시 미래로 369-65, 202, 203호 (동패동)"
1631,박제성 운동케어 CHI & FIT 퍼스널 트레이닝,20190730,,,,,영업/정상,"서울특별시 송파구 오금로 483, 거여정형외과 5층 (거여동)"
1632,아모르바디,20190730,,,,,영업/정상,"경기도 성남시 분당구 정자일로 146, 엠코헤리츠 1단지 A201호 (정자동)"
1633,그린피트니스,20190809,,,,,영업/정상,"부산광역시 사하구 하신번영로201번길 20, 3,4층 (하단동)"
1634,404피트니스 신호점,20190809,,,,,영업/정상,"부산광역시 강서구 신호산단2로27번길 3, 채움더테라스 3층 301~304호 (신호동)"
1635,테라피티,20190809,,,,,영업/정상,"서울특별시 강남구 선릉로 709, 5층 (논현동)"
1636,커브스 잠실클럽,20100304,,,,,영업/정상,"서울특별시 송파구 올림픽로12길 23, 2층 (잠실동)"
1637,동네헬스,20190705,,,,,영업/정상,"경기도 성남시 수정구 탄리로 86, 태광빌딩 3층 (태평동)"
1638,빅토리 짐,20190813,,,,,영업/정상,"충청남도 천안시 서북구 밤개울1길 2-8, 2층 (차암동)"
1639,피트니스 일레븐,20190802,,,,,영업/정상,"경상북도 김천시 혁신5로 37, 앞들빌딩 4층 (율곡동)"
1640,Park's Fitness,20190802,,,,,영업/정상,"인천광역시 서구 청마로167번길 7, 고려프라자 4층 (당하동)"
1641,트레이닝데이 피트니스,20190705,,,,,영업/정상,"전라북도 군산시 조촌4길 3, 하준빌딩 3층 (조촌동)"
1642,더 레오 핏,20190718,,,,,영업/정상,"부산광역시 부산진구 백양순환로 148, 3층 (부암동)"
1643,SM타이거짐,20190718,,,,,영업/정상,전라북도 고창군 고창읍 보릿골로 85
1644,유한회사 해동,20190730,,,,,영업/정상,"전라북도 정읍시 학산로 78, 2층 (상동)"
1645,GO TO URBAN,20190802,,,,,영업/정상,서울특별시 성북구 보국문로 33 (정릉동)
1646,안전지대 휘트니스,20190802,,,,,영업/정상,"서울특별시 강서구 양천로57길 10-10, 탐라영재관 지하1층 (가양동)"
1647,올바로 짐,20190802,,,,,영업/정상,"서울특별시 송파구 법원로9길 26, 에이치비지니스파크 c동 지하층 112~119호 (문정동)"
1648,선릉역점 스포애니,20190802,,,,,영업/정상,"서울특별시 강남구 선릉로 513, APEXTOWER 지하1층 (역삼동)"
1649,액트짐 논현점,20190802,,,,,영업/정상,"서울특별시 강남구 강남대로 520, 영동빌딩 3층 (논현동)"
1650,이원다이애그노믹스(주) (EDGC),20190802,,,,,영업/정상,"서울특별시 강남구 도곡로 452, 미즈메디병원 6층 (대치동)"
1651,바디채널 운남점,20190809,,,,,영업/정상,"광주광역시 광산구 하남대로 288, 4층 (운남동)"
1652,바디킴 GYM,20190820,,,,,영업/정상,"경기도 부천시 소안로 24, 3층 (괴안동)"
1653,팀던 트레이닝센터,20190820,,,,,영업/정상,대전광역시 유성구 학하서로 43 (계산동)
1654,리본짐,20220411,,,,,영업/정상,"제주특별자치도 서귀포시 동홍동로 39, 3층 (동홍동)"
1655,짐오브선셋,20220411,,,,,영업/정상,"경기도 수원시 영통구 영통로200번길 132, 2층 (망포동)"
1656,fitness 공간,20220411,,,,,영업/정상,"경기도 고양시 일산동구 일산로 38, 우림오피스텔 309, 301-1호 (백석동)"
1657,체리짐,20220411,,,,,영업/정상,"부산광역시 연제구 과정로 336-1, 2층 (연산동)"
1658,브랜뉴핏 민락점,20220407,,,,,영업/정상,"경기도 의정부시 오목로225번길 95, 도영빌딩 2층 (민락동)"
1659,바른PT,20220407,,,,,영업/정상,"인천광역시 부평구 부개로 73, 4층 (부개동)"
1660,스웻데이,20220411,,,,,영업/정상,"경상남도 거제시 수양로 485, 1동 (양정동)"
1661,땀샘,20200602,,,,,영업/정상,"광주광역시 동구 남문로 686, 2층 (학동)"
1662,울림기능 pt,20220331,,,,,영업/정상,"광주광역시 동구 운림길 29-9, 2층 (학동)"
1663,MC GYM,20220411,,,,,영업/정상,"대구광역시 수성구 달구벌대로 2690, 2층 (만촌동, 만촌화성파크드림2차)"
1664,HY트레이닝,20220407,,,,,영업/정상,"서울특별시 강서구 강서로 154, 힐탑빌딩 401호 (화곡동)"
1665,바른S바디스튜디오,20220407,,,,,영업/정상,"경상남도 창원시 마산합포구 월영동서로 9, 2층 (해운동)"
1666,88PT,20220411,,,,,영업/정상,"인천광역시 서구 이음대로 378, 로뎀타워 905,906호 (원당동)"
1667,스탠바이짐 청주강서점,20220411,,,,,영업/정상,"충청북도 청주시 흥덕구 서현중로 53, 302호 (강서동)"
1668,조짐,20220413,,,,,영업/정상,"광주광역시 동구 화산로 257, 부용빌딩 4층층 (용산동)"
1669,EAST GYM,20220413,,,,,영업/정상,"충청북도 청주시 청원구 오창읍 오창중앙로 123-5, 협동빌딩 5층"
1670,테디피트니스 문정점,20220413,,,,,영업/정상,"서울특별시 송파구 새말로8길 30, 지하1층 (문정동)"
1671,엔짐 영등포점,20220413,,,,,영업/정상,"서울특별시 영등포구 국회대로56길 46, 지하1층 (영등포동2가, 명화오피스텔)"
1672,더 피지오랩,20220411,,,,,영업/정상,"대구광역시 북구 옥산로 95, 화인탑펠리스 205호 (칠성동2가)"
1673,케이 메디핏,20220411,,,,,영업/정상,"대구광역시 북구 칠곡중앙대로 357, 2층 (태전동)"
1674,업투 한티역점,20220407,,,,,영업/정상,"서울특별시 강남구 선릉로 227, 지하1층 1호 (도곡동)"
1675,팬덤핏 마린시티점,20220413,,,,,영업/정상,"부산광역시 해운대구 마린시티3로 39, 카이저빌 205호 (우동)"
1676,나만의GYM,20220411,,,,,영업/정상,"서울특별시 서초구 사임당로 31, 궁현빌딩 지층 A호 (서초동)"
1677,Fitness 6.3,20220407,,,,,영업/정상,"충청남도 서산시 중앙로 82, 탑빌딩 4층 (동문동)"
1678,메타짐 신흥점,20220407,,,,,영업/정상,"경기도 성남시 수정구 산성대로 251, 3층 (신흥동)"
1679,피티박스(PT BOX) 범어점,20220414,,,,,영업/정상,"경상남도 양산시 물금읍 삽량로 40, 세종프라자 빌딩 6층 603호"
1680,피트니스 팬시,20220414,,,,,영업/정상,"경기도 화성시 봉담읍 샘마을1길 15, 3층"
1681,짐에센셜,20220414,,,,,영업/정상,"인천광역시 남동구 성말로 9, 이노 프라자 304호 (구월동)"
1682,CHOS' GYM 2호점,20220414,,,,,영업/정상,"인천광역시 서구 가정로 437, 301동 109호 (가정동, 루원시티 SK Leaders' VIEW)"
1683,커브스 강서클럽,20220414,,,,,영업/정상,"충청북도 청주시 흥덕구 서현북로 56, 4층 (가경동)"
1684,엠스바디짐,20220414,,,,,영업/정상,"경기도 김포시 김포한강9로76번길 63, 4층 404호 (구래동)"
1685,제이짐 3호점,20220414,,,,,영업/정상,"충청북도 충주시 호암수청1로 55, 3층 (호암동)"
1686,모션업PT,20220418,,,,,영업/정상,"부산광역시 동래구 아시아드대로 109, 사직동 태성 센츄럴 타워 빌딩 지하1층 (사직동)"
1687,헤이데이짐 영천점,20220418,,,,,영업/정상,"경기도 화성시 동탄순환대로29길 33, 401~404호 (영천동)"
1688,퍼스트클래스(상동점),20220414,,,,,영업/정상,"전라북도 정읍시 학산로 89-19, 학산타워 6층 606~609호 (상동)"
1689,스테이핏,20220414,,,,,영업/정상,"경상남도 김해시 삼계중앙로 37, 402호 (삼계동)"
1690,마곡PT아카데미,20220412,,,,,영업/정상,"서울특별시 강서구 마곡서로 133, 704동 201호 (마곡동, 마곡엠밸리7단지)"
1691,대봉PT,20220414,,,,,영업/정상,"대구광역시 중구 대봉로 226, 상가 4층 (대봉동, 대봉화성그린빌아파트)"
