,사업장명,인허가일자,인허가취소일자,휴업시작일자,휴업종료일자,폐업일자,영업상태명,도로명전체주소
8996,라이크미,20220920,,,,,영업/정상,"서울특별시 강서구 강서로45길 49-4, B1호 (내발산동, 태승훼미리아파트5차)"
8997,영스필라피티,20220920,,,,,영업/정상,"경기도 오산시 밀머리로 64, 다짐프라자 309호 (원동)"
8998,더뺌,20221007,,,,,영업/정상,"경기도 용인시 기흥구 죽전로 57, 엘림프라자 302호 (보정동)"
8999,그레이짐 부평점,20220916,,,,,영업/정상,"인천광역시 부평구 시장로 48, 3층 302호 (부평동)"
9000,프라블릭 훈스짐,20220916,,,,,영업/정상,"대구광역시 달서구 상화로9길 105, 202호 (진천동)"
9001,프로닉(PRONIC),20221007,,,,,영업/정상,"서울특별시 송파구 석촌호수로 106, 한경빌딩 3층 (잠실동)"
9002,크로스리프팅,20221004,,,,,영업/정상,"인천광역시 계양구 아나지로 417, 3층 (작전동)"
9003,비나이더 망포점,20221004,,,,,영업/정상,"경기도 수원시 영통구 영통로153번길 6, 4층 402호 (망포동)"
9004,3Y짐,20221004,,,,,영업/정상,"서울특별시 서대문구 응암로 79, 문화빌딩 201호 (북가좌동)"
9005,근육맛집,20221007,,,,,영업/정상,"경기도 의정부시 청사로47번길 12, 성산타워 203호 (금오동)"
9006,바른PT,20220920,,,,,영업/정상,"서울특별시 강남구 강남대로 570, 선양빌딩 지하1층 B01호 (논현동)"
9007,피트니스 055 용호점,20221004,,,,,영업/정상,"경상남도 창원시 성산구 용지로133번길 3, 1101호 (중앙동)"
9008,주식회사 제이엠에스홀딩스 마두지점,20221004,,,,,영업/정상,"경기도 고양시 일산동구 장백로 178, 뉴욕프라자 3층 (장항동)"
9009,뷰티풀피티,20221004,,,,,영업/정상,"부산광역시 동래구 충렬대로238번길 7, 상가동 2층 211호 (수안동, 성완세띠앙)"
9010,나우핏(NOW FIT),20221004,,,,,영업/정상,"경상북도 포항시 북구 장량중앙로 55, 5층 503,504,505호 (양덕동)"
9011,타잔짐,20221007,,,,,영업/정상,"서울특별시 종로구 종로 344, 지하1층 (숭인동, 종로대우디오빌)"
9012,워크어게인 재활헬스케어센터,20221007,,,,,영업/정상,"서울특별시 금천구 범안로 1130, 디지털엠파이어빌딩 2층 203호 (가산동)"
9013,팩토리짐,20220920,,,,,영업/정상,"서울특별시 금천구 두산로 70, 현대지식산업센터 A동 티-비201호 (독산동)"
9014,SKY피티&태닝,20220920,,,,,영업/정상,"경상남도 함양군 함양읍 함양로 1138, 2층"
9015,리바디핏,20220920,,,,,영업/정상,"경기도 김포시 김포한강9로75번길 142, 2층 209호 (구래동)"
9016,정미현PT센터,20221018,,,,,영업/정상,"인천광역시 계양구 봉오대로 691, 2층 (작전동)"
9017,오하운 짐,20221018,,,,,영업/정상,"경기도 남양주시 진접읍 내각1로73번길 8, 풍양빌딩 3층"
9018,근핏,20221004,,,,,영업/정상,"서울특별시 동작구 신대방1가길 38, 105동 125호 (신대방동, 동작상떼빌아파트)"
9019,올댓휘트니스,20221011,,,,,영업/정상,"경기도 수원시 장안구 수성로261번길 16, 정자종합시장 4층 8호 (정자동)"
9020,피티샵,20221011,,,,,영업/정상,"경기도 수원시 영통구 웰빙타운로 20, 상가동 1층 106호 (이의동, 호반가든하임)"
9021,YD휘트니스,20221011,,,,,영업/정상,"광주광역시 북구 하서로447번길 19, 4층 (용두동)"
9022,짐(GYM)94,20221014,,,,,영업/정상,"인천광역시 부평구 열우물로 51, 동화메디칼 5층 (십정동)"
9023,사당역점 스포애니 주)케이디헬스케어,20221018,,,,,영업/정상,"서울특별시 관악구 남부순환로 2064, 지하1층 (남현동)"
9024,크리드짐,20221018,,,,,영업/정상,"경기도 김포시 김포한강9로75번길 96, 동우프라자 6층 604호~607호 (구래동)"
9025,로운짐 (RO:UN GYM),20221014,,,,,영업/정상,"부산광역시 기장군 기장읍 차성동로182번길 13, 2층"
9026,차오름 태권패밀리짐,20220923,,,,,영업/정상,"부산광역시 기장군 일광읍 해빛5로 25, 403~405호"
9027,에스(s) 휘트니스,20220923,,,,,영업/정상,"서울특별시 금천구 디지털로10길 69, 가산 센트럴 푸르지오 시티 (가산동)"
9028,DY GYM,20220923,,,,,영업/정상,"경기도 화성시 향남읍 상신하길로298번길 7-1, 804,805,806호"
9029,초이스짐,20221014,,,,,영업/정상,"서울특별시 광진구 아차산로 491, 지하1층 (광장동)"
9030,엠크루짐 중곡점,20221014,,,,,영업/정상,"서울특별시 광진구 면목로 127, 지하1층 (중곡동, 신성그랜드타워)"
9031,건강해짐(Gym),20221011,,,,,영업/정상,"서울특별시 강남구 봉은사로43길 29, 1층 204호 (논현동)"
9032,황금핏GYM 24H,20221014,,,,,영업/정상,"대구광역시 동구 안심로22길 54, 삼우메디빌 5층 (율하동)"
9033,런휘트니스,20221014,,,,,영업/정상,"경상북도 경주시 황성로16번길 13-8, 3,4층 (황성동)"
9034,마일드짐,20221014,,,,,영업/정상,"경기도 안산시 단원구 고잔1길 76, 리치프라자 6층 1,2,3호 (고잔동)"
9035,Autumn PT,20221028,,,,,영업/정상,"경기도 하남시 미사강변대로226번길 66, 명성빌딩 501호 (망월동)"
9036,채움핏,20221028,,,,,영업/정상,"부산광역시 강서구 명지국제9로 38, 기유타워 2층 201호 (명지동)"
9037,바디밸런스 컴퍼니,20221021,,,,,영업/정상,"충청남도 당진시 서해로 6271-22, 2층 (시곡동)"
9038,홍키통키,20220923,,,,,영업/정상,"경기도 포천시 소흘읍 솔모루로109번길 13, 5층"
9039,K GYM,20221014,,,,,영업/정상,"경기도 평택시 안중읍 안현로서8길 57, 붐붐프라자 204호"
9040,주식회사 헬씨365,20221014,,,,,영업/정상,"경기도 평택시 고덕중앙로 200-20, 901~906호 (고덕동)"
9041,와이짐(Y GYM),20221021,,,,,영업/정상,"서울특별시 강남구 강남대로132길 59, 2층 (논현동)"
9042,디프로PT,20221021,,,,,영업/정상,"서울특별시 강남구 봉은사로 467, 세창빌딩 3층 (삼성동)"
9043,보떼 짐,20221011,,,,,영업/정상,"충청북도 청주시 상당구 중고개로141번길 13-10, 901,902호 (용암동)"
9044,포에버짐,20221005,,,,,영업/정상,"대구광역시 동구 율하동로19길 53, 4층 (율하동)"
9045,헬스로운짐,20221005,,,,,영업/정상,"충청남도 아산시 용화고길 97, 4층 (용화동)"
9046,메이크 무브짐,20221011,,,,,영업/정상,"대구광역시 동구 반야월로 311-13, 5층 (신서동)"
9047,포엘리 피티,20221021,,,,,영업/정상,"강원도 동해시 효자남길 16, 월드상가 301호 (동회동)"
9048,시너지 휘트니스,20221021,,,,,영업/정상,"서울특별시 중랑구 면목로 283, 우리은행 4, 5층 (면목동)"
9049,퀄리티핏&필라테스,20221021,,,,,영업/정상,"부산광역시 해운대구 해운대로 216, 4층 (재송동)"
9050,육체미공작소,20221021,,,,,영업/정상,"서울특별시 영등포구 선유로 42, 3층 (문래동3가)"
9051,크로스핏 에이블 하남,20221005,,,,,영업/정상,"경기도 하남시 하남대로 837, 남도빌딩 지하층 1호 (덕풍동)"
9052,루트짐,20221005,,,,,영업/정상,"경상남도 김해시 율하4로 52, 5층 (장유동)"
9053,비타짐(VITAGYM),20221018,,,,,영업/정상,"서울특별시 마포구 만리재옛길 12-1, 2층 (신공덕동)"
9054,바운드 짐 화곡역점,20221004,,,,,영업/정상,"서울특별시 강서구 강서로 173, 터보빌딩 6층 (화곡동)"
9055,Holy fit(홀리핏),20220901,,,,,영업/정상,"서울특별시 서대문구 명물1길 16, 2,3,4층 (창천동)"
9056,어썸클래스짐,20220901,,,,,영업/정상,"경기도 오산시 운천로 78, 운암프라자3차 5층 501호 (오산동)"
9057,아이짐,20220901,,,,,영업/정상,"경기도 오산시 오산로132번길 28-19, 승희프라자 4층 402호 (원동)"
9058,오늘운동,20220901,,,,,영업/정상,"제주특별자치도 제주시 노형10길 6, 2층 (노형동)"
9059,퍼센트짐 우산점,20220901,,,,,영업/정상,"광주광역시 광산구 무진대로 272-8, 2층 (우산동)"
9060,셋업 피트니스,20220901,,,,,영업/정상,"경기도 용인시 기흥구 흥덕1로79번길 2, 3층 301호, 311호 (영덕동)"
9061,휘트니스오름 모충점,20220901,,,,,영업/정상,"충청북도 청주시 서원구 서원남로 37, 1층 (모충동)"
9062,스마트짐오창 주식회사,20220901,,,,,영업/정상,"충청북도 청주시 청원구 오창읍 중심상업로 23, 비전프라자 6층 602호"
9063,포유더프라이빗,20220831,,,,,영업/정상,"서울특별시 마포구 양화로 122, LAB7 지하1층 (서교동)"
9064,라반휘트니스 본오2호점,20220907,,,,,영업/정상,"경기도 안산시 상록구 오목로 71, 2층 (본오동)"
9065,주식회사 피트니스101 을지로,20220927,,,,,영업/정상,"서울특별시 중구 남대문로 109, 국제빌딩 (다동)"
9066,하이짐,20220902,,,,,영업/정상,"서울특별시 강동구 성내로6길 34, 덕창빌딩 지하1층 (성내동)"
9067,바디케어짐,20220907,,,,,영업/정상,"경기도 고양시 일산동구 중앙로 1189, GM굿모닝 법조타운2 802호 (장항동)"
9068,"버핏그라운드 역삼 별관, 팀버핏 역삼",20220927,,,,,영업/정상,"서울특별시 강남구 테헤란로 129, B1층 (역삼동)"
9069,액티브짐 박촌점,20221025,,,,,영업/정상,"인천광역시 계양구 장제로 1013, 201호 (박촌동)"
9070,라이언짐,20220907,,,,,영업/정상,"경기도 성남시 분당구 구미로 11, 포인트타운 205호 (구미동)"
9071,플랙스짐,20220907,,,,,영업/정상,"대구광역시 달성군 유가읍 테크노공원로 59, 4층 405, 406호"
9072,053짐,20220907,,,,,영업/정상,"대구광역시 달성군 다사읍 대실역북로1길 29-9, 2층"
9073,러쉬짐,20220907,,,,,영업/정상,"인천광역시 부평구 경원대로 1278, 2층 (부평동)"
9074,인생 핏,20220927,,,,,영업/정상,"경기도 파주시 가람로 2, 센타프라자 401호 (와동동)"
9075,더 바른PT STUDIO,20220927,,,,,영업/정상,"서울특별시 강서구 강서로56길 56, 101동 201,202호 (등촌동, 메종드남광)"
9076,공간 PT,20220927,,,,,영업/정상,"서울특별시 강서구 강서로 395, 플레이스에이치 203호 (마곡동)"
9077,와이키키짐,20220902,,,,,영업/정상,"경기도 고양시 덕양구 동송로 70, 힐스테이트 삼송역 판매시설동 지하2층 6,7,9,33~38호 (삼송동)"
9078,PT centre 피티센터,20220902,,,,,영업/정상,"서울특별시 동작구 동작대로35길 2, 원일빌딩 B층 1호 (사당동)"
9079,고고PT&WOMEN,20220907,,,,,영업/정상,"강원도 춘천시 남춘로36번길 20, 2층 (퇴계동)"
9080,엉클베어스윔앤피티,20221025,,,,,영업/정상,"충청북도 청주시 청원구 오창읍 양청2안길 42, 강고빌라 1층"
9081,인핏(IIN FIT),20221025,,,,,영업/정상,"경기도 파주시 청암로17번길 27, 명품프라자1 302호 (목동동)"
9082,101퍼센트짐,20220902,,,,,영업/정상,"서울특별시 동대문구 회기로13길 21, 지하1층 (회기동)"
9083,CrossFit TUNE,20220927,,,,,영업/정상,울산광역시 울주군 삼남읍 울산역2길 52-1
9084,YFIT 퍼스널트레이닝,20220927,,,,,영업/정상,"서울특별시 노원구 한글비석로 325, 2층 204호 (중계동)"
9085,마이비짐,20220927,,,,,영업/정상,"경기도 화성시 효행로 237, 2층 (기안동)"
9086,더피티데이,20221025,,,,,영업/정상,"인천광역시 연수구 하모니로 158, 송도타임스페이스 D동 304,305호 (송도동)"
9087,하이핏 헬스장,20221025,,,,,영업/정상,"경기도 의정부시 신흥로 193, 4층 (의정부동)"
9088,데이핏,20220927,,,,,영업/정상,"부산광역시 부산진구 서전로 12, 3층 (부전동)"
9089,주식회사 위휘트니스 첨단점,20220927,,,,,영업/정상,"광주광역시 광산구 임방울대로826번길 29-31, 602~608호 (쌍암동)"
9090,714GYM,20220907,,,,,영업/정상,"서울특별시 광진구 광나루로52길 98, 지하1층 (구의동)"
9091,피트니스N,20221025,,,,,영업/정상,"광주광역시 동구 지산로 45, 2층 (지산동)"
9092,톤 더 바디,20220901,,,,,영업/정상,"경상남도 진주시 진양호로 298, 4층 (신안동)"
9093,다이아짐 영천점,20220901,,,,,영업/정상,"경기도 화성시 동탄순환대로 719, 204~206호 (영천동)"
9094,트렌드핏 사상점,20221025,,,,,영업/정상,"부산광역시 사상구 사상로 200, 엠시티빌딩 13층 (괘법동)"
9095,국제 스쿼시 헬스,20220907,,,,,영업/정상,"경상남도 양산시 동면 금오로 242, GOOD프라임빌딩 201, 205호"
9096,ANT GYM,20221026,,,,,영업/정상,"광주광역시 북구 저불로69번길 37, 2층 (용봉동)"
9097,비타민휘트니스 4호점,20221026,,,,,영업/정상,"경기도 수원시 장안구 화산로233번길 46, 2층 (율전동)"
9098,63피트니스,20220930,,,,,영업/정상,"서울특별시 강서구 공항대로45길 15, B102~B103호 (등촌동, 가양역 두산위브)"
9099,건강한 PT studio,20221026,,,,,영업/정상,"서울특별시 성북구 동소문로6길 4-3, 2층 (동소문동2가)"
9100,업투 길음역점,20221026,,,,,영업/정상,"서울특별시 성북구 길음로7길 6, 길음뉴타운9단지래미안 상가 제상가동 제지층 제비1-1호 (길음동)"
9101,제로PT,20221026,,,,,영업/정상,"인천광역시 계양구 순강길 41, 제이플러스 4층 (동양동)"
9102,온리스포츠클럽,20221026,,,,,영업/정상,"경기도 고양시 덕양구 권율대로 685, SIB 타워 201~203호 (원흥동)"
9103,짐 더블유(GYM.W),20220919,,,,,영업/정상,"경기도 부천시 중동로262번길 52, 2층 (중동)"
9104,벌트 휘트니스,20220919,,,,,영업/정상,"경기도 고양시 덕양구 지축로 70, 지축푸리마타워 9층 901~919호 (지축동)"
9105,저스트PT,20220930,,,,,영업/정상,"서울특별시 중랑구 망우로 463, 태광치과의원 3층 302호 (망우동)"
9106,야무짐,20220930,,,,,영업/정상,"전라남도 여수시 도원로 175, 5층 (선원동)"
9107,멋짐,20220930,,,,,영업/정상,"경상북도 포항시 북구 천마로 55, 6층 (양덕동)"
9108,준짐,20220930,,,,,영업/정상,"인천광역시 부평구 부평대로282번길 31, 2층 (갈산동)"
9109,하데스클럽 가음정점,20220930,,,,,영업/정상,"경상남도 창원시 성산구 대정로 31-4, 가고파상가 302,401,403호 (가음동)"
9110,하다 피트니스,20220930,,,,,영업/정상,"경기도 과천시 별양상가2로 20, 새서울프라자 4층 (별양동)"
9111,매직피트니스 고덕서정점,20220919,,,,,영업/정상,"경기도 평택시 고덕갈평5길 30, 709~711, 801~808호 (고덕동)"
9112,ALIVE GYM,20220930,,,,,영업/정상,"경기도 의정부시 장곡로628번길 22, 삼성플러스 1201호 (신곡동)"
9113,이젠피티,20221006,,,,,영업/정상,"경기도 부천시 중동로254번길 78, 필타운 B01호 (중동)"
9114,온리스포츠클럽3호,20221006,,,,,영업/정상,"경기도 고양시 덕양구 원당로 112, 고양 엘림프라자 401~405호 (주교동)"
9115,비너스짐,20221017,,,,,영업/정상,"경상남도 양산시 동면 금오로 249, 동양산농협 403호"
9116,더피트니스케이,20220915,,,,,영업/정상,"경기도 용인시 수지구 신수로783번길 19, 1층 101호 (동천동)"
9117,원짐,20221006,,,,,영업/정상,"경상남도 사천시 정동면 정동중앙로 7-17, 4, 5층"
9118,BODY SOLUTION GYM,20221017,,,,,영업/정상,"경기도 남양주시 다산중앙로145번길 11, 지앤지 메트로타워Ⅱ 501호 (다산동)"
9119,유니버설 피트니스,20221017,,,,,영업/정상,"서울특별시 성북구 성북로6길 12, 204호 (성북동, 성북동 근생·도시형생활주택)"
9120,브이짐 피트니스,20220908,,,,,영업/정상,"전라북도 전주시 완산구 서신로 62, 지리산빌딩 5층 501호 (서신동)"
9121,YoungSan Personal Training Center,20221006,,,,,영업/정상,"서울특별시 강서구 양천로 551-24, 101호 (가양동, 한화비즈메트로2차)"
9122,화이트짐 영통점,20221006,,,,,영업/정상,"경기도 수원시 영통구 청명남로34번길 18, 성우테마21 5층 501~503호 (영통동)"
9123,더메이커짐 호계점,20221020,,,,,영업/정상,"경기도 안양시 동안구 엘에스로 47, 송가호계타워 6층 (호계동)"
9124,J·J헬스클럽 2호점,20221006,,,,,영업/정상,"전라남도 목포시 비파로43번길 40, 1층 (상동)"
9125,현대웰빙 휘트니스,20220905,,,,,영업/정상,"광주광역시 북구 비엔날레로 40, 3층 (운암동)"
9126,디에타,20220905,,,,,영업/정상,"서울특별시 은평구 연서로27길 17, 2층 (갈현동)"
9127,피티밤,20220906,,,,,영업/정상,"서울특별시 동대문구 왕산로 236, 4층 (전농동)"
9128,바인스짐,20220908,,,,,영업/정상,"인천광역시 서구 청라커낼로260번길 11, 진성프라자 305, 306호 (청라동)"
9129,원피트니스,20220908,,,,,영업/정상,"경기도 시흥시 수인로 3372, 신천프라자 10층 1001호 (신천동)"
9130,크로스핏 긱스,20221020,,,,,영업/정상,"서울특별시 영등포구 양평로12가길 4, 지하1층 (당산동6가)"
9131,크로스핏 쿠타짐 영등포,20221020,,,,,영업/정상,"서울특별시 영등포구 선유동2로 9, 케이타워 지하1층 (양평동3가)"
9132,지젤피트니스클럽 칠곡4호점,20220905,,,,,영업/정상,"대구광역시 북구 동암로 96, 4층 (동천동)"
9133,트래몬트 짐,20220906,,,,,영업/정상,"경기도 부천시 부일로191번길 30, 동성프라자 703호 (상동)"
9134,더핏플러스,20220906,,,,,영업/정상,"경기도 용인시 수지구 고기로45번길 54, 3층 (동천동)"
9135,비전휘트니스 기흥역점,20220906,,,,,영업/정상,"경기도 용인시 기흥구 신구로54번길 9, 가동 3층 301호 (구갈동)"
9136,피크짐휘트니스,20221017,,,,,영업/정상,"경상북도 경산시 박물관로 23, 4층 (사동)"
9137,펄어비스 홈 원 펄짐,20220905,,,,,영업/정상,"경기도 과천시 과천대로2길 48, 펄어비스 홈 원 2층 (갈현동)"
9138,유핏 위례중앙점,20221017,,,,,영업/정상,"경기도 성남시 수정구 위례광장로 310, 우성트램타워 A동 206호 (창곡동)"
9139,휘트니스 에일린 2호점,20220908,,,,,영업/정상,"서울특별시 관악구 남부순환로 1733, 지하1층 (봉천동)"
9140,헬스보이짐&필라걸 태평점,20221017,,,,,영업/정상,"대전광역시 중구 태평로 83, 삼부스포렉스 5층 (태평동)"
9141,와이투짐 신구대점,20221006,,,,,영업/정상,"경기도 성남시 중원구 금빛로 49, 대상빌딩 지층1층 (금광동)"
9142,Y-GYM (헬스),20221006,,,,,영업/정상,"경기도 광명시 광복로 68, 5층 (철산동)"
9143,2Wins gym,20221017,,,,,영업/정상,"광주광역시 북구 양산로71번길 2, 3층 (양산동)"
9144,리코 휘트니스,20221020,,,,,영업/정상,"경기도 남양주시 늘을2로 32, 호평프라자 702호일부, 704호,705호 (호평동)"
9145,스타트짐,20221020,,,,,영업/정상,"서울특별시 강서구 양천로59길 46, 대일빌딩 4층 (가양동)"
9146,크로스핏 아일린,20220905,,,,,영업/정상,"충청북도 충주시 국원대로 97, 그랜드빌딩 (교현동)"
9147,모어핏,20220906,,,,,영업/정상,"서울특별시 송파구 백제고분로 433, 장학학원 5층 (송파동)"
9148,크로스핏 지존2,20221017,,,,,영업/정상,"대전광역시 서구 둔산서로 3, 선우빌딩 지하1층 (둔산동)"
9149,피트니스 코리아,20221020,,,,,영업/정상,"부산광역시 서구 충무대로275번길 20, 지하1층 (충무동2가, 에코펠리스)"
9150,포인트짐,20221006,,,,,영업/정상,"경기도 안양시 만안구 태평로52번길 47, 덕천디스퀘어 301~302호 (안양동)"
9151,다올핏,20220915,,,,,영업/정상,"서울특별시 노원구 동일로 1689, 2층 215호 (상계동, 하이베라스)"
9152,해피플러스 PT센터,20220915,,,,,영업/정상,"서울특별시 동작구 국사봉길 26, 2층 (신대방동)"
9153,플렉스짐 상동점,20221020,,,,,영업/정상,"경기도 부천시 길주로 80, 로얄타워 603,604호 (상동)"
9154,준토스핏,20221017,,,,,영업/정상,"인천광역시 연수구 첨단대로 80, 레지던스 라이크홈 203호 (송도동)"
9155,주식회사 두써킷 아주점,20221020,,,,,영업/정상,"경상남도 거제시 아주1로2길 25, 가야빌딩 3층 (아주동)"
9156,머슬휘트니스,20220905,,,,,영업/정상,"충청북도 청주시 서원구 모충로25번길 23, 2층 (개신동)"
9157,하이어짐,20220905,,,,,영업/정상,"인천광역시 연수구 해돋이로 110, 은진프라자 2층 (송도동)"
9158,Hoya Gym,20220908,,,,,영업/정상,"서울특별시 서초구 서래로10길 23, 3층 (반포동)"
9159,에이엠지 피트니스 감일점,20221006,,,,,영업/정상,"경기도 하남시 감일백제로 161, 6층 (감이동)"
9160,에이스핏짐,20220908,,,,,영업/정상,"전라남도 여수시 망마로 40, 6층 (학동)"
9161,흥바디짐,20220913,,,,,영업/정상,"서울특별시 은평구 연서로 78, 2층 202호 (역촌동)"
9162,활로 피트 매니지먼트,20220921,,,,,영업/정상,"서울특별시 서초구 효령로 336, 윤일빌딩 지하1층 (서초동)"
9163,짐스맨헬스클럽,20221024,,,,,영업/정상,"경상남도 창원시 의창구 팔용로 439, 사화빌딩 601호, 602호 (팔용동)"
9164,F45 광교,20220913,,,,,영업/정상,"경기도 수원시 영통구 도청로89번길 30, 이루리타워 지하1층 B02 일부호 (이의동)"
9165,에이원팀 휘트니스 중앙점,20220921,,,,,영업/정상,"경기도 안산시 단원구 당곡로 20, 2001아울렛 10층 1호 (고잔동)"
9166,빵맥스(BBangmax),20221024,,,,,영업/정상,"경상남도 김해시 율하3로 65, 4층 401호 (율하동)"
9167,유어스핏,20220922,,,,,영업/정상,"경상남도 양산시 양산역6길 17, 청림타워 602~3호 (중부동)"
9168,어테인 핏,20220922,,,,,영업/정상,"경기도 안양시 동안구 비산로 21, 자이파크몰 8층 (비산동)"
9169,커스텀피티짐개금,20220922,,,,,영업/정상,"부산광역시 부산진구 가야대로 456, 12층 (개금동)"
9170,누아르 피트니스 라운지,20220922,,,,,영업/정상,"경기도 성남시 수정구 위례서일로 34, 위례성희프라자 2층 205,206호 (창곡동)"
9171,피트니스캐슬,20220922,,,,,영업/정상,"부산광역시 북구 만덕1로10번길 9, 2,4층 (만덕동)"
9172,준피티샵,20220922,,,,,영업/정상,"부산광역시 사하구 감천로 60-1, 2층 (감천동)"
9173,Justice PT Studio,20220921,,,,,영업/정상,"전라남도 순천시 용당삼산로 18, 2층 (용당동)"
9174,옐로우 팩토리,20220922,,,,,영업/정상,"서울특별시 구로구 고척로 230, 2층 (고척동)"
9175,핏불 휘트니스,20221019,,,,,영업/정상,"경상남도 창원시 의창구 창원대로 7, 7층, 8층 (팔용동)"
9176,드루와GYM,20221024,,,,,영업/정상,"세종특별자치시 한누리대로 193, 참미르빌딩 202호 (나성동)"
9177,팰리스짐,20221024,,,,,영업/정상,"경기도 남양주시 별내3로 340, 천보프라자 702,703호 (별내동)"
9178,리메디PT,20221028,,,,,영업/정상,"서울특별시 동대문구 전농로 113, 센타빌딩 2층 (답십리동)"
9179,위드짐,20221028,,,,,영업/정상,"제주특별자치도 제주시 복지로5길 12, 4층 (도남동)"
9180,SUN_GROUND(썬그라운드),20220913,,,,,영업/정상,"경기도 군포시 산본천로 222, 세환타워 3층 (산본동)"
9181,인싸짐,20220913,,,,,영업/정상,"경기도 부천시 역곡로 482, 유하메디빌딩 4층 (고강동)"
9182,red core,20220913,,,,,영업/정상,"대구광역시 달서구 와룡로 123, 301동 211호 (감삼동, 죽전역 동화아이위시)"
9183,원스짐 레이디 종합운동장점,20220920,,,,,영업/정상,"경기도 수원시 장안구 송원로 51, 3층 (송죽동)"
9184,아더핏,20220921,,,,,영업/정상,"대구광역시 북구 내곡로 71, 303호 (사수동)"
9185,The rebody PT,20220922,,,,,영업/정상,"서울특별시 서초구 서초대로46길 19-7, 지하1층 (서초동)"
9186,바디리핏,20220913,,,,,영업/정상,"대전광역시 유성구 금남구즉로 1442, 3층 (봉산동)"
9187,에이투짐,20220913,,,,,영업/정상,"경기도 화성시 향남읍 상신하길로 74, 4층"
9188,BEEFIT STUDIO,20221019,,,,,영업/정상,"서울특별시 서초구 바우뫼로6길 8-4, 2층 (우면동)"
9189,크로스핏 충주,20221028,,,,,영업/정상,충청북도 충주시 팽고리산길 77-2 (금릉동)
9190,무브썸짐,20221029,,,,,영업/정상,"부산광역시 부산진구 동성로 113-1, 3층 (전포동)"
9191,애나의 플레이라운지(PT스튜디오),20220921,,,,,영업/정상,"경기도 하남시 미사강변한강로158번길 74, 르 블랑 102호 (망월동)"
9192,웨이브,20220921,,,,,영업/정상,"경기도 하남시 미사강변동로 127, 606호 (망월동)"
9193,케이휘트니스,20220922,,,,,영업/정상,"제주특별자치도 제주시 조천읍 신북로 546, 2층"
9194,시그널짐 플레티넘,20221019,,,,,영업/정상,"경기도 양주시 옥정로 200, 6층 (옥정동)"
9195,차짐휘트니스,20221028,,,,,영업/정상,"대전광역시 서구 원도안로25번길 70, 오아시스타운 3층 302호 (도안동)"
9196,241GYM,20221028,,,,,영업/정상,"전라북도 전주시 완산구 유연로 290, 지하1층 (중화산동2가)"
9197,벨라테스앤피티,20221028,,,,,영업/정상,"부산광역시 연제구 아시아드대로 42, 2층 (거제동)"
9198,퍼스트 밸런스,20221028,,,,,영업/정상,"부산광역시 연제구 신금로 25, 지하1층 (연산동)"
9199,블랙바디GYM,20220921,,,,,영업/정상,"부산광역시 금정구 금정로149번길 8, 2층 (장전동)"
9200,온바디짐,20221028,,,,,영업/정상,"서울특별시 관악구 신사로 116-1, 6층 (신림동)"
9201,(주)빅스짐,20221028,,,,,영업/정상,경상남도 진주시 남강로309번길 42-14 (평거동)
9202,H.I.T. fit PT studio,20220913,,,,,영업/정상,"경상북도 포항시 남구 효성로93번길 22-16, 다온빌딩 2층 (효자동)"
9203,PT Master J,20220913,,,,,영업/정상,"경상북도 포항시 북구 장성로 77, 2층 (장성동)"
9204,semper PT,20220913,,,,,영업/정상,"부산광역시 해운대구 마린시티3로 37, 한일오르듀 3층 312호 (우동)"
9205,버닝핏,20221019,,,,,영업/정상,"부산광역시 북구 금곡대로285번길 46, 403호 (화명동)"
9206,페트릭 짐,20221019,,,,,영업/정상,"부산광역시 동래구 사직북로5번길 11, 2층 (사직동)"
9207,그레이트짐,20220921,,,,,영업/정상,"경기도 부천시 소향로 131, 일신빌딩 302,303호 (중동)"
9208,업템포짐,20210409,,,,,영업/정상,"경기도 고양시 덕양구 꽃마을로 4, 고양향동 퍼스트타워 7층 707, 708호 (향동동)"
9209,운동을 하다,20210409,,,,,영업/정상,"경기도 고양시 일산동구 중앙로1261번길 61, 메트로골드 301호 (장항동)"
9210,클럽훈짐,20210412,,,,,영업/정상,"인천광역시 미추홀구 경인로 119, 다복빌딩 4층 (숭의동)"
9211,믿음GYM,20210216,,,,,영업/정상,"경기도 남양주시 별내2로 64, 쎈타프라자 703호 (별내동)"
9212,엔에스 휘트니스,20210303,,,,,영업/정상,"광주광역시 북구 갈마로 57, 5층 (두암동)"
9213,유코치의 슬림해짐,20210308,,,,,영업/정상,"인천광역시 미추홀구 제일로 31, 삼라마이다스 2층 205호 (도화동)"
9214,원트레이닝센터,20210409,,,,,영업/정상,"강원도 원주시 능라동길 48, 시네프라자 3층 301호 (무실동)"
9215,바디 스튜디오 짐(Body Studio Gym),20210409,,,,,영업/정상,"경상남도 김해시 번화1로84번길 28, 405호 (대청동)"
9216,어반컴퍼니,20210412,,,,,영업/정상,"서울특별시 은평구 진관3로 33, 상가동 1층 112호 (진관동, 은평뉴타운 꿈에그린)"
9217,최육관,20210412,,,,,영업/정상,"광주광역시 광산구 첨단강변로87번길 5, 야스텍타워 5층 502호 (쌍암동)"
9218,Change Your Body (체인지 유어 바디),20210308,,,,,영업/정상,"서울특별시 강동구 올림픽로 787, 태성프라자 4층 (암사동)"
9219,놀힘,20210308,,,,,영업/정상,"서울특별시 강동구 강동대로53길 35, 협성빌딩 2층 (성내동)"
